u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,ref,geometry,access,width,tunnel,service,bridge,junction,est_width,NO2_ugm3,NO_ugm3,CO2_mgm3,CO_mgm3,O3_ugm3,PM25_ugm3
3559708818,336142149,0,"[138406904, 26500151]",False,,"['Charleville Mall', 'Dunne Street']",residential,30,False,222.794,,"LINESTRING (-6.244431 53.3564115, -6.2450299 53.3567324, -6.2456224 53.3570498, -6.2462392 53.3573635, -6.2467673 53.3569416, -6.2468052 53.3569113)",,,,,,,,16.36777,27.627037878787878,799.20786,0.3751333333333334,46.94434666666667,6.562853333333333
3559964254,3559964254,0,350242371,False,,,service,10,False,67.333,,"LINESTRING (-6.2657975 53.3428686, -6.2656682 53.3426731, -6.2655716 53.3427019, -6.2655341 53.34287, -6.2657084 53.3428861, -6.2657975 53.3428686)",permissive,,,parking_aisle,,,,31.0274,31.53397666666667,826.99325,0.39333333333333337,37.120000000000005,7.690183333333334
3559964254,3559964254,1,350242371,False,,,service,10,True,67.333,,"LINESTRING (-6.2657975 53.3428686, -6.2657084 53.3428861, -6.2655341 53.34287, -6.2655716 53.3427019, -6.2656682 53.3426731, -6.2657975 53.3428686)",permissive,,,parking_aisle,,,,31.0274,31.53397666666667,826.99325,0.39333333333333337,37.120000000000005,7.690183333333334
3559964254,279939236,0,"[350242371, 1122879988, 1122879989]",False,,,service,10,True,18.566000000000003,,"LINESTRING (-6.2657975 53.3428686, -6.2658378 53.3429309, -6.2658796 53.3429937, -6.2659002 53.3430239)",permissive,,building_passage,parking_aisle,,,,33.800349999999995,30.221400000000003,829.9886999999999,0.3936,32.59755,7.8107500000000005
3560402656,2384200119,0,350306662,False,,Lower Yard,service,30,False,17.316,,"LINESTRING (-6.2659366 53.3433175, -6.2659558 53.3434728)",permissive,,,driveway,,,,34.3587,31.2588,830.7224,0.3982,32.7271,7.8905
3560402656,2384200129,0,229883912,False,,Lower Yard,service,10,False,66.229,,"LINESTRING (-6.2659366 53.3433175, -6.2666386 53.3431843, -6.2666537 53.3431896, -6.2667207 53.3433141, -6.2667122 53.3433278)",permissive,,,parking_aisle,,,,34.26654,35.81056,834.51528,0.40644,24.17302,7.216500000000001
3560402656,279939236,0,350306662,False,,Lower Yard,service,30,True,32.736,,"LINESTRING (-6.2659366 53.3433175, -6.265906 53.3430732, -6.2659002 53.3430239)",permissive,,,driveway,,,,34.3587,31.258799999999997,830.7224,0.39819999999999994,32.7271,7.8905
3562571795,2879981031,0,"[350494792, 284252268]",False,,,service,,True,53.179,,"LINESTRING (-6.2692456 53.3424099, -6.2692981 53.3425524, -6.2693514 53.3425477, -6.2697293 53.3425518, -6.2697547 53.3425518, -6.2698534 53.3425589)",,,,,,,,11.773066666666667,17.683145454545457,812.5430666666666,0.4044666666666666,64.98566666666666,7.227433333333335
3562571799,3562571800,0,"[350494793, 708140908]",False,,,service,,False,23.606,,"LINESTRING (-6.2676566 53.3412351, -6.2674684 53.341319, -6.2673708 53.3413614)",,,building_passage,,,,,0.18899999999999997,46.49,801.505,0.36400000000000005,55.778,12.99
3562571800,1426048980,0,264876950,False,,Ship Street Great,unclassified,30,False,144.023,,"LINESTRING (-6.2673708 53.3413614, -6.2675665 53.3414945, -6.2678515 53.3417079, -6.2684026 53.3422391, -6.2685692 53.3424357)",,,,,,,,0.189,46.49,801.505,0.364,55.778,12.99
3562571800,2705322908,0,264876950,False,,Ship Street Great,unclassified,30,True,42.318,,"LINESTRING (-6.2673708 53.3413614, -6.2669919 53.3411039, -6.2669398 53.3410824)",,,,,,,,0.18899999999999997,46.49,801.505,0.36400000000000005,55.778,12.99
3562571800,3562571799,0,"[350494793, 708140908]",False,,,service,,True,23.606,,"LINESTRING (-6.2673708 53.3413614, -6.2674684 53.341319, -6.2676566 53.3412351)",,,building_passage,,,,,0.18899999999999997,46.49,801.505,0.36400000000000005,55.778,12.99
3562601376,248662261,0,350497554,False,1,John Field Road,residential,30,True,14.916,,"LINESTRING (-6.2690337 53.3399635, -6.269246 53.3399196)",,,,,,,,15.734575,10.287592499999999,814.739775,0.45445,47.108549999999994,5.364075
3562601793,9964901732,0,369652829,False,2,Bride Street,tertiary,30,True,64.488,,"LINESTRING (-6.2693322 53.3392899, -6.2697228 53.3398209)",,,,,,,,15.482,7.306425,807.57575,0.36575,45.79725,6.81775
3562601793,36313879,0,369977726,False,2,Bride Street,tertiary,30,False,6.705,,"LINESTRING (-6.2693322 53.3392899, -6.2693023 53.3392323)",,,,,,,,16.494,1.415,806.414,0.397,44.678,5.514
3562601793,3562601795,0,350497558,False,,,service,,False,58.14,,"LINESTRING (-6.2693322 53.3392899, -6.2699389 53.339326, -6.2699626 53.3393804, -6.270006 53.3394797)",,,,,,,,8.463,6.53,827.822,0.388,71.318,13.606
3562601795,3562601793,0,350497558,False,,,service,,True,58.14,,"LINESTRING (-6.270006 53.3394797, -6.2699626 53.3393804, -6.2699389 53.339326, -6.2693322 53.3392899)",,,,,,,,8.463,6.53,827.822,0.388,71.318,13.606
3562601799,881254696,0,74578311,False,,,service,,False,27.317,,"LINESTRING (-6.2701005 53.3386486, -6.2700435 53.3388919)",,,,parking_aisle,,,,23.040200000000002,11.4264,813.21,0.3688,49.1076,8.7152
3562601799,881254732,0,74578311,False,,,service,,True,27.445,,"LINESTRING (-6.2701005 53.3386486, -6.2701826 53.3384067)",,,,parking_aisle,,,,26.684500000000003,12.6505,809.557,0.364,43.555,7.4925
3562601799,10605145003,0,350497559,False,,,service,,True,94.972,,"LINESTRING (-6.2701005 53.3386486, -6.2698406 53.3386785, -6.2697676 53.3389387, -6.2698873 53.3389499, -6.2698735 53.3390217, -6.2700146 53.3390362, -6.2699678 53.3392364)",,,,,,,,15.204785714285716,13.224814285714286,818.7585428571429,0.3786285714285714,60.20859047619047,10.860442857142857
3562601802,247416072,0,22962977,False,,Peter Street,unclassified,30,False,61.163,,"LINESTRING (-6.2678944 53.3393219, -6.2669802 53.3393898)",,,,,,,,9.54825,19.370272727272727,808.53975,0.40625,48.34125,9.78475
3562601802,3562601809,0,22962977,False,,Peter Street,unclassified,30,True,17.069,,"LINESTRING (-6.2678944 53.3393219, -6.2681499 53.3393048)",,,,,,,,9.54825,19.370272727272727,808.53975,0.40625,48.34125,9.78475
3562601802,3562601807,0,350497560,False,,,service,,False,49.919,,"LINESTRING (-6.2678944 53.3393219, -6.2678648 53.3391669, -6.2678388 53.3390313, -6.2675786 53.3390496)",,,,,,,,9.54825,19.370272727272727,808.53975,0.40625,48.34125,9.78475
3562601806,3562601807,0,350497561,False,,,service,,False,19.696,,"LINESTRING (-6.2676188 53.3392251, -6.2675786 53.3390496)",,,,parking_aisle,,,,9.54825,19.370272727272727,808.53975,0.40625,48.34125,9.78475
3562601807,3562601806,0,350497561,False,,,service,,True,19.696,,"LINESTRING (-6.2675786 53.3390496, -6.2676188 53.3392251)",,,,parking_aisle,,,,9.54825,19.370272727272727,808.53975,0.40625,48.34125,9.78475
3562601807,10602691740,0,350497560,False,,,service,,False,46.146,,"LINESTRING (-6.2675786 53.3390496, -6.2673954 53.3390617, -6.2672787 53.3390106, -6.2670608 53.338835)",,,,,,,,9.416654166666666,31.399956590909092,806.2379583333334,0.3947083333333333,48.78908333333334,6.607575
3562601807,3562601802,0,350497560,False,,,service,,True,49.919,,"LINESTRING (-6.2675786 53.3390496, -6.2678388 53.3390313, -6.2678648 53.3391669, -6.2678944 53.3393219)",,,,,,,,9.54825,19.370272727272727,808.53975,0.40625,48.34125,9.78475
3562601808,3562601809,0,350497562,False,,,service,,False,34.647,,"LINESTRING (-6.2680802 53.338996, -6.2681499 53.3393048)",,,,,,,,9.54825,19.370272727272727,808.53975,0.40625,48.34125,9.78475
3562601809,3562601802,0,22962977,False,,Peter Street,unclassified,30,False,17.069,,"LINESTRING (-6.2681499 53.3393048, -6.2678944 53.3393219)",,,,,,,,9.54825,19.370272727272727,808.53975,0.40625,48.34125,9.78475
3562601809,3562601808,0,350497562,False,,,service,,True,34.647,,"LINESTRING (-6.2681499 53.3393048, -6.2680802 53.338996)",,,,,,,,9.54825,19.370272727272727,808.53975,0.40625,48.34125,9.78475
3562601809,36313879,0,22962977,False,,Peter Street,unclassified,30,True,76.93599999999999,,"LINESTRING (-6.2681499 53.3393048, -6.2691921 53.3392408, -6.2693023 53.3392323)",,,,,,,,9.54825,19.370272727272727,808.53975,0.40625,48.34125,9.78475
3562601810,3562601819,0,"[1052628408, 350497563]",False,,,service,,False,41.813,,"LINESTRING (-6.267769 53.3388952, -6.2678978 53.3388952, -6.2680131 53.3388695, -6.2680694 53.3388311, -6.2680989 53.3387798, -6.2681097 53.3387158, -6.2681133 53.3386598)",,,,,,,,14.263449999999997,11.565325194805196,815.3122071428571,0.3935642857142857,45.019535714285716,7.1825785714285715
3562601816,904491768,0,4919469,True,1,Bishop Street,unclassified,30,False,29.913,,"LINESTRING (-6.2681344 53.3383573, -6.2676858 53.3383323)",,,,,,,,19.86275,2.29695,823.3545,0.3785,41.075,4.0925
3562601816,3562601819,0,"[1052628408, 1052628406, 1052628407]",False,,,service,,True,33.667,,"LINESTRING (-6.2681344 53.3383573, -6.2681301 53.3384148, -6.2681195 53.338535, -6.2681133 53.3386598)",,,building_passage,,,,,19.86275,2.29695,823.3545,0.3785,41.075,4.0925
3562601817,3562601819,0,350497564,False,,,service,,False,31.801,,"LINESTRING (-6.2679192 53.3388359, -6.2679353 53.3386565, -6.2681133 53.3386598)",,,,parking_aisle,,,,16.42458333333333,7.988057575757575,818.4162500000001,0.38775000000000004,43.497083333333336,5.989916666666667
3562601819,3562601817,0,350497564,False,,,service,,True,31.801,,"LINESTRING (-6.2681133 53.3386598, -6.2679353 53.3386565, -6.2679192 53.3388359)",,,,parking_aisle,,,,16.42458333333333,7.988057575757575,818.4162500000001,0.38775000000000004,43.497083333333336,5.989916666666667
3562601819,3562601816,0,"[1052628408, 1052628406, 1052628407]",False,,,service,,False,33.667,,"LINESTRING (-6.2681133 53.3386598, -6.2681195 53.338535, -6.2681301 53.3384148, -6.2681344 53.3383573)",,,building_passage,,,,,19.86275,2.29695,823.3545,0.3785,41.075,4.0925
3562601819,3562601810,0,"[1052628408, 350497563]",False,,,service,,True,41.813,,"LINESTRING (-6.2681133 53.3386598, -6.2681097 53.3387158, -6.2680989 53.3387798, -6.2680694 53.3388311, -6.2680131 53.3388695, -6.2678978 53.3388952, -6.267769 53.3388952)",,,,,,,,14.263449999999997,11.565325194805196,815.3122071428571,0.3935642857142857,45.019535714285716,7.182578571428572
3566219926,4877131808,0,48483332,False,,Hanover Lane,residential,30,False,14.404,,"LINESTRING (-6.2729286 53.3405594, -6.2727131 53.3405744)",,,,,,,,15.272199999999998,15.8816,798.1544,0.363,47.622800000000005,7.868399999999999
3566219926,1420459578,0,48483332,False,,Hanover Lane,residential,30,True,7.808,,"LINESTRING (-6.2729286 53.3405594, -6.2730451 53.3405498)",,,,,,,,13.9323,17.413,798.7777000000001,0.3605,47.54090000000001,7.971799999999999
3566219926,10649675905,0,"[115656107, 1144070846]",False,,Hanover Square,"['residential', 'service']",30,False,55.03099999999999,,"LINESTRING (-6.2729286 53.3405594, -6.2728656 53.3403392, -6.2728419 53.3402614, -6.2731588 53.3402263)",,,,,,,,10.697799999999999,20.04315,800.7491,0.35425,47.336200000000005,8.31185
3566241825,9101555,0,14039867,False,2,Digges Street Upper,residential,30,False,31.205,,"LINESTRING (-6.2650483 53.3383958, -6.2645783 53.3383966)",,,,,,,,13.588,34.301928571428576,807.923,0.357,47.731,5.2165
3566241825,389663,0,14039867,False,2,Digges Street Upper,residential,30,True,69.094,,"LINESTRING (-6.2650483 53.3383958, -6.2656598 53.3384011, -6.2659611 53.3384, -6.2660887 53.3383958)",,,,,,,,13.588,34.301928571428576,807.923,0.357,47.731,5.2165
3566241825,3577629913,0,350899627,False,,,service,,True,41.935,,"LINESTRING (-6.2650483 53.3383958, -6.2650495 53.3383669, -6.2650485 53.3383524, -6.2650455 53.3382232, -6.2651489 53.3381734, -6.265142 53.3380483)",,,,,,,,13.7978,30.29720047619048,807.7507,0.35846666666666666,47.515433333333334,5.3675500000000005
3572962398,447612844,0,13904648,True,,Foley Street,unclassified,30,False,64.124,,"LINESTRING (-6.252513 53.3516065, -6.2516684 53.3518865)",,,,,,,,13.1824,25.2024375,816.3308,0.3676,49.9468,6.5876
3572962398,131037558,0,351505123,False,,,pedestrian,,False,83.153,,"LINESTRING (-6.252513 53.3516065, -6.2525459 53.3516478, -6.2526136 53.3517354, -6.2528316 53.3519789, -6.2528967 53.3520631, -6.252994 53.352189, -6.2530534 53.3521821, -6.2531554 53.3521703)",,,,,,,,7.208,17.514,805.408,0.367,56.444,6.555
3575151643,1415538921,0,14047759,False,,Cumberland Street North,unclassified,30,False,29.015,,"LINESTRING (-6.2580507 53.3536371, -6.2581941 53.3538836)",,,,,,,,11.348666666666666,1.9202857142857144,807.8573333333334,0.365,46.932,6.687666666666666
3575151643,3601013313,0,14047759,False,,Cumberland Street North,unclassified,30,True,39.803,,"LINESTRING (-6.2580507 53.3536371, -6.2579669 53.353493, -6.2579091 53.3533957, -6.2578518 53.3532994)",,,,,,,,11.348666666666666,1.9202857142857144,807.8573333333334,0.365,46.932,6.687666666666666
3575151643,3575151652,0,351694868,False,,,service,,True,184.654,,"LINESTRING (-6.2580507 53.3536371, -6.2579157 53.3536649, -6.2576818 53.3537123, -6.2576174 53.3536075, -6.2573656 53.3536544, -6.2572177 53.3536819, -6.2571735 53.3536795, -6.2571547 53.3536659, -6.2569173 53.3532577, -6.2569509 53.3532368, -6.2571148 53.353204, -6.2572942 53.353168, -6.2573116 53.3530407, -6.2575106 53.3529957, -6.2576544 53.3529675)",permissive,,,driveway,,,,29.1175,21.0585,818.9945,0.3875,31.025,4.789
3575151652,133459104,0,14047759,False,,Cumberland Street North,unclassified,30,False,26.751,,"LINESTRING (-6.2576544 53.3529675, -6.2577893 53.3531942)",,,,,,,,11.348666666666666,1.9202857142857144,807.8573333333334,0.365,46.932,6.687666666666666
3575151652,532751179,0,14047759,False,,Cumberland Street North,unclassified,30,True,29.51,,"LINESTRING (-6.2576544 53.3529675, -6.2576211 53.3529115, -6.2575339 53.3527649, -6.2575057 53.3527174)",,,,,,,,11.348666666666666,1.9202857142857144,807.8573333333334,0.365,46.932,6.687666666666666
3575151652,3575151643,0,351694868,False,,,service,,False,184.654,,"LINESTRING (-6.2576544 53.3529675, -6.2575106 53.3529957, -6.2573116 53.3530407, -6.2572942 53.353168, -6.2571148 53.353204, -6.2569509 53.3532368, -6.2569173 53.3532577, -6.2571547 53.3536659, -6.2571735 53.3536795, -6.2572177 53.3536819, -6.2573656 53.3536544, -6.2576174 53.3536075, -6.2576818 53.3537123, -6.2579157 53.3536649, -6.2580507 53.3536371)",permissive,,,driveway,,,,29.1175,21.0585,818.9945,0.3875,31.025,4.789
3575198744,3119447211,0,306917251,False,,Thomson Cottages,residential,30,True,33.386,,"LINESTRING (-6.2507045 53.356736, -6.2510127 53.3569733)",,,,,,,,15.589358333333335,3.6826499999999998,828.1922,0.40721666666666667,46.45708333333333,6.079208333333334
3575228311,2370573154,0,"[13873184, 228373550]",False,,"['Richmond Villas', 'Gordon Place']",service,30,False,124.373,,"LINESTRING (-6.2640754 53.3320432, -6.2639082 53.3318386, -6.2637313 53.3314962, -6.2642514 53.3313345, -6.2644355 53.3312889, -6.2645335 53.3312647)",,,,alley,,,,20.30758333333333,17.713103333333336,816.0901,0.4063666666666667,49.47346666666667,7.082016666666667
3575228311,2370573197,0,228373550,False,,Richmond Villas,service,30,True,33.522000000000006,,"LINESTRING (-6.2640754 53.3320432, -6.2642818 53.3319877, -6.2643983 53.3319584, -6.2644681 53.3319568, -6.2644984 53.331962, -6.2645471 53.3319704)",,,,alley,,,,21.897950000000005,32.154116666666674,822.5944333333333,0.4234,47.82346666666667,6.4751166666666675
3575228311,3575228315,0,351699076,False,,,service,,False,34.292,,"LINESTRING (-6.2640754 53.3320432, -6.2639875 53.332069, -6.2639786 53.3321074, -6.2640824 53.3322438, -6.2639924 53.3322733)",permissive,,,parking_aisle,,,,19.92636,11.17904,817.0353600000001,0.40208000000000005,47.45096,6.13068
3575228315,3575228311,0,351699076,False,,,service,,True,34.292,,"LINESTRING (-6.2639924 53.3322733, -6.2640824 53.3322438, -6.2639786 53.3321074, -6.2639875 53.332069, -6.2640754 53.3320432)",permissive,,,parking_aisle,,,,19.92636,11.17904,817.0353600000001,0.40208000000000005,47.45096,6.13068
3577629913,2456961307,0,14151852,False,,,service,30,True,24.347,,"LINESTRING (-6.265142 53.3380483, -6.2655087 53.3380477)",,,,,,,,17.415599999999998,29.451957142857147,812.2094,0.377,45.5518,5.9671
3577629913,530941805,0,14151852,False,,,service,30,False,30.689,,"LINESTRING (-6.265142 53.3380483, -6.2650095 53.3380294, -6.2646836 53.3380339)",,,,,,,,13.953016666666665,24.492190476190476,807.31365,0.3598333333333333,47.28288333333333,5.56285
3577629913,3566241825,0,350899627,False,,,service,,False,41.935,,"LINESTRING (-6.265142 53.3380483, -6.2651489 53.3381734, -6.2650455 53.3382232, -6.2650485 53.3383524, -6.2650495 53.3383669, -6.2650483 53.3383958)",,,,,,,,13.7978,30.29720047619048,807.7507,0.35846666666666666,47.515433333333334,5.3675500000000005
3577629914,530941809,0,15464767,True,2,Mercer Street,tertiary,30,False,8.309,,"LINESTRING (-6.2645756 53.3388299, -6.2645829 53.3387553)",,,,,,,,12.76925,7.297700000000001,803.95175,0.3555,47.47625,5.88025
3577629914,3577629917,0,351965723,False,,,service,,False,53.341,,"LINESTRING (-6.2645756 53.3388299, -6.2646756 53.3388428, -6.264971 53.3388507, -6.265022 53.3387834, -6.265022 53.3386152)",,,,,,,,14.47252,16.217345833333333,815.16554,0.37726,45.541399999999996,6.288259999999999
3577629917,3577629914,0,351965723,False,,,service,,True,53.34100000000001,,"LINESTRING (-6.265022 53.3386152, -6.265022 53.3387834, -6.264971 53.3388507, -6.2646756 53.3388428, -6.2645756 53.3388299)",,,,,,,,14.47252,16.217345833333333,815.16554,0.37726,45.541399999999996,6.288259999999999
3579586290,133459084,0,14047767,False,,,service,30,True,3.316,,"LINESTRING (-6.2572061 53.3496609, -6.2571938 53.349632)",,,,,,,,47.91959999999999,6.422666666666666,803.3704,0.35839999999999994,8.0537,5.767799999999999
3579586290,133459096,0,14047767,False,,,service,30,False,24.969,,"LINESTRING (-6.2572061 53.3496609, -6.2572814 53.3498396, -6.2572989 53.3498785)",,,,,,,,47.91959999999998,6.422666666666667,803.3704000000001,0.3583999999999999,8.0537,5.7677999999999985
3579586290,3579586292,0,"[352200345, 352200342]",False,,,service,,False,19.876,,"LINESTRING (-6.2572061 53.3496609, -6.2571326 53.3496732, -6.2569172 53.3497079)",,,yes,driveway,,,,47.91959999999998,6.422666666666667,803.3704000000001,0.3583999999999999,8.0537,5.7677999999999985
3579586292,3579586290,0,"[352200345, 352200342]",False,,,service,,True,19.876,,"LINESTRING (-6.2569172 53.3497079, -6.2571326 53.3496732, -6.2572061 53.3496609)",,,yes,driveway,,,,47.91959999999998,6.422666666666667,803.3704000000001,0.3583999999999999,8.0537,5.7677999999999985
3585952599,1420455242,0,143866302,False,4,Nicholas Street,secondary,50,False,10.703,R137,"LINESTRING (-6.2717919 53.3428581, -6.2717973 53.3429543)",,,,,,,,40.522,31.568,867.644,0.527,36.242,8.911
3585952599,1574285185,0,143866308,True,2,High Street,secondary,50,False,34.997,R108,"LINESTRING (-6.2717919 53.3428581, -6.2720272 53.342869, -6.2723064 53.3429183)",,,,,,,,49.858,65.308,869.058,0.504,37.908,8.895
3585952599,1573119421,0,"[143866314, 750258565]",True,2,Nicholas Street,secondary,50,False,112.631,R137,"LINESTRING (-6.2717919 53.3428581, -6.271757 53.3427583, -6.271801 53.3426757, -6.2719508 53.3424964, -6.2721005 53.3423171, -6.272146 53.3422418, -6.2722071 53.3421002, -6.2722095 53.3419029)",,,,,,,,35.88195,51.3710075,845.8640583333333,0.48757083333333334,38.388020833333336,8.444608333333333
3586041907,1294005414,0,52879958,False,2,Cathal Brugha Street,tertiary,30,False,67.199,,"LINESTRING (-6.2601115 53.3521638, -6.2591625 53.3523744)",,,,,,,,20.0475,16.7322,813.1155,0.3585,40.411,6.0255
3586041907,5300250112,0,14047779,False,2,Cathal Brugha Street,tertiary,30,True,68.50899999999999,,"LINESTRING (-6.2601115 53.3521638, -6.2606095 53.3520479, -6.2609316 53.3519753, -6.2610744 53.3519419)",,,,,,,,16.204,4.403062500000001,806.854,0.356,42.486,5.859500000000001
3591516406,117707291,0,360792644,True,,,service,10,False,12.547,,"LINESTRING (-6.2971485 53.3468412, -6.2969651 53.3468139)",permissive,,,,,,,17.52675,24.03408333333333,804.6515,0.3355,42.79125,6.29425
3591516408,3591516414,0,353368603,True,,,service,10,False,7.907,,"LINESTRING (-6.2997069 53.3466789, -6.2997225 53.3467494)",permissive,,,parking_aisle,,,,13.699000000000002,15.913500000000003,802.1355,0.3655,45.707,6.901999999999999
3591516409,117707324,0,12854624,True,,,service,10,False,26.939,,"LINESTRING (-6.2997573 53.3469073, -6.2998133 53.3470095, -6.2998286 53.3470835, -6.2998382 53.3471434)",permissive,,,parking_aisle,,,,13.699,15.9135,802.1355,0.3655,45.707,6.901999999999999
3591516409,3591516416,0,353368608,True,,,service,10,False,53.058,,"LINESTRING (-6.2997573 53.3469073, -6.2995832 53.3469822, -6.2989986 53.346989)",permissive,,,parking_aisle,,,,10.550199999999998,17.63904666666667,798.9800333333333,0.3450333333333333,47.763666666666666,6.9974
3591516411,3591516409,0,12854624,True,,,service,10,False,42.182,,"LINESTRING (-6.3002858 53.3467416, -6.300114 53.346816, -6.3000798 53.3468684, -6.2997573 53.3469073)",permissive,,,parking_aisle,,,,13.699,15.9135,802.1355,0.3655,45.707,6.901999999999999
3591516411,3591516414,0,353368605,True,,,service,10,False,38.002,,"LINESTRING (-6.3002858 53.3467416, -6.300202 53.3467217, -6.2997851 53.3467411, -6.2997225 53.3467494)",permissive,,,parking_aisle,,,,13.699000000000002,15.913500000000003,802.1355,0.3655,45.707,6.901999999999999
3591516414,3591516409,0,353368603,True,,,service,10,False,17.709,,"LINESTRING (-6.2997225 53.3467494, -6.2997573 53.3469073)",permissive,,,parking_aisle,,,,12.85345,16.274618333333336,801.6365499999999,0.362,46.151250000000005,6.8778
3591516416,3591516421,0,353368608,True,,,service,10,False,82.821,,"LINESTRING (-6.2989986 53.346989, -6.2984889 53.346988, -6.2981453 53.3469802, -6.2979581 53.3469559, -6.2978636 53.346919, -6.2978636 53.3468655)",permissive,,,parking_aisle,,,,13.420049999999998,20.11066111111111,797.4807583333333,0.3262333333333333,49.052033333333334,6.454483333333333
3591516421,3591516425,0,353368608,True,,,service,10,False,76.012,,"LINESTRING (-6.2978636 53.3468655, -6.297963 53.3468539, -6.2982007 53.3468568, -6.2990067 53.3468507)",permissive,,,parking_aisle,,,,13.701899999999998,19.990288333333332,797.647075,0.3274,48.90395,6.46255
3591516425,3591516416,0,353368611,True,,,service,,False,15.388,,"LINESTRING (-6.2990067 53.3468507, -6.2989986 53.346989)",permissive,,,parking_aisle,,,,11.017,18.201193333333336,796.6606999999999,0.33209999999999995,48.32299999999999,7.381799999999999
3591516425,3591516409,0,353368608,True,,,service,10,False,52.185,,"LINESTRING (-6.2990067 53.3468507, -6.2996271 53.3468461, -6.2997573 53.3469073)",permissive,,,parking_aisle,,,,11.677599999999998,17.157555555555557,799.6453,0.34969999999999996,47.17133333333334,7.0296666666666665
3591516426,117707345,0,12854624,True,,,service,10,False,11.404,,"LINESTRING (-6.2975021 53.3468072, -6.2975656 53.3467119)",permissive,,,parking_aisle,,,,13.699,15.9135,802.1355,0.3655,45.707,6.901999999999999
3591516426,3591516421,0,353368613,True,,,service,10,False,25.888,,"LINESTRING (-6.2975021 53.3468072, -6.2976552 53.3468655, -6.2978636 53.3468655)",permissive,,,parking_aisle,,,,14.598633333333332,19.323044444444445,800.1833333333334,0.33903333333333335,47.35223333333334,6.384900000000001
3591516431,2399564642,0,353368615,False,,,service,10,True,30.908,,"LINESTRING (-6.3027703 53.3473167, -6.3029608 53.3472797, -6.3029006 53.3471854, -6.3028615 53.3471329)",,,,,,,,6.667666666666667,2.6662857142857144,799.1289999999999,0.3425,52.468,9.093
3591516432,3591516434,0,353368617,False,,,service,,False,26.69,,"LINESTRING (-6.3021287 53.3473624, -6.3023616 53.3473624, -6.3023368 53.3472625)",,,,,,,,6.667666666666666,2.6662857142857144,799.1289999999999,0.3425,52.467999999999996,9.093
3591516434,3591516432,0,353368617,False,,,service,,True,26.69,,"LINESTRING (-6.3023368 53.3472625, -6.3023616 53.3473624, -6.3021287 53.3473624)",,,,,,,,6.667666666666666,2.6662857142857144,799.1289999999999,0.3425,52.467999999999996,9.093
3591516434,117707324,0,353368619,False,,,service,15,False,169.671,,"LINESTRING (-6.3023368 53.3472625, -6.3021847 53.3472783, -6.3018716 53.3473138, -6.3015968 53.347343, -6.3014048 53.347335, -6.3009247 53.3473004, -6.3003965 53.3472565, -6.3000092 53.3472007, -6.2998382 53.3471434)",permissive,,,,,,,6.667666666666667,2.6662857142857144,799.1289999999999,0.3425,52.468,9.093
3591516434,2399564642,0,353368619,False,,,service,15,True,38.091,,"LINESTRING (-6.3023368 53.3472625, -6.3024169 53.3472541, -6.302573 53.34723, -6.3026669 53.3472007, -6.3028615 53.3471329)",permissive,,,,,,,6.667666666666667,2.6662857142857144,799.1289999999999,0.3425,52.468,9.093
3591516435,1165401625,0,6273547,True,,,service,15,False,17.268,,"LINESTRING (-6.3035133 53.3468437, -6.3034722 53.3468521, -6.3034379 53.3468679, -6.3034139 53.3468894, -6.3034029 53.3469144, -6.3034059 53.3469403, -6.3034228 53.3469641)",permissive,,,,,,,6.667666666666667,2.6662857142857144,799.1289999999999,0.34249999999999997,52.468,9.093
3591516435,3591516457,0,100845384,False,,,service,15,True,146.759,,"LINESTRING (-6.3035133 53.3468437, -6.3034921 53.3467846, -6.3035008 53.3465245, -6.3035253 53.3463048, -6.3036325 53.3461744, -6.3037033 53.3461351, -6.3037814 53.3461409, -6.3039493 53.3457623, -6.3039916 53.3456272)",,,,,,,,6.667666666666667,2.6662857142857144,799.1289999999999,0.3425,52.468,9.093
3591516439,3591516435,0,6273547,True,,,service,15,False,29.011000000000003,,"LINESTRING (-6.3035338 53.3470009, -6.3035771 53.3469968, -6.3036158 53.3469845, -6.3036456 53.3469652, -6.3036633 53.3469413, -6.3036669 53.3469152, -6.303656 53.3468898, -6.3036319 53.3468679, -6.3035976 53.3468521, -6.3035566 53.3468438, -6.3035133 53.3468437)",permissive,,,,,,,6.667666666666667,2.6662857142857144,799.1289999999998,0.3425,52.468,9.093
3591516439,3591516453,0,353368625,False,,,service,10,True,37.899,,"LINESTRING (-6.3035338 53.3470009, -6.3035568 53.3470639, -6.3035454 53.3471534, -6.3032474 53.3472097)",,,,,,,,6.667666666666667,2.6662857142857144,799.1289999999999,0.3425,52.468,9.093
3591516453,3591516439,0,353368625,False,,,service,10,False,37.899,,"LINESTRING (-6.3032474 53.3472097, -6.3035454 53.3471534, -6.3035568 53.3470639, -6.3035338 53.3470009)",,,,,,,,6.667666666666667,2.6662857142857144,799.1289999999999,0.3425,52.468,9.093
3591516457,3591516435,0,100845384,False,,,service,15,False,146.759,,"LINESTRING (-6.3039916 53.3456272, -6.3039493 53.3457623, -6.3037814 53.3461409, -6.3037033 53.3461351, -6.3036325 53.3461744, -6.3035253 53.3463048, -6.3035008 53.3465245, -6.3034921 53.3467846, -6.3035133 53.3468437)",,,,,,,,6.667666666666667,2.6662857142857144,799.1289999999999,0.3425,52.468,9.093
