u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,ref,geometry,access,width,tunnel,service,bridge,junction,est_width,NO2_ugm3,NO_ugm3,CO2_mgm3,CO_mgm3,O3_ugm3,PM25_ugm3
131032547,2413705143,0,1082240879,True,1,Buckingham Street Lower,tertiary,30,False,17.021,,"LINESTRING (-6.2489505 53.352846, -6.2490351 53.3529905)",,,,,,,,22.69005,17.68282,848.5732500000001,0.444375,42.63235,6.625325
131032702,131032547,0,13904647,True,1,Buckingham Street Lower,tertiary,30,False,14.457,,"LINESTRING (-6.2488824 53.3527225, -6.2489505 53.352846)",,,,,,,,16.28,13.503,818.729,0.418,51.782,7.0
131032702,2573198191,0,"[37865179, 37865180]",False,"['4', '3']",Amiens Street,secondary,50,True,108.518,R105,"LINESTRING (-6.2488824 53.3527225, -6.2489537 53.3526565, -6.249236 53.3524035, -6.2494985 53.3521529, -6.2497187 53.3518856)",,,,,,,,37.37084,39.37175,852.8385400000001,0.49252,35.68454,7.983840000000001
131032702,2413705141,0,520012242,False,3,Amiens Street,secondary,50,False,30.731,R105,"LINESTRING (-6.2488824 53.3527225, -6.2487534 53.3528355, -6.2486188 53.3529497)",,,,,,,,42.651,35.521,860.815,0.506,30.691999999999997,7.256
131032890,3572962398,0,13904648,True,,Foley Street,unclassified,30,False,61.667,,"LINESTRING (-6.2533252 53.3513372, -6.252513 53.3516065)",,,,,,,,13.1824,25.2024375,816.3308,0.3676,49.9468,6.5876
131032890,131037570,0,13904691,False,,James Joyce Street,unclassified,30,False,78.974,,"LINESTRING (-6.2533252 53.3513372, -6.2537335 53.3520043)",,,,,,,,13.745,2.4515,812.8398,0.3511999999999999,47.7668,6.2054
131033464,131037629,0,13904649,False,,Beaver Street,residential,30,False,38.202,,"LINESTRING (-6.2500994 53.3524453, -6.250193 53.3525835, -6.250282 53.3527706)",,,,,,,,4.642,40.8016875,803.7656666666667,0.3656666666666666,49.193999999999996,6.796333333333333
131033464,131032547,0,13904689,True,,Foley Street,unclassified,30,False,88.325,,"LINESTRING (-6.2500994 53.3524453, -6.2495049 53.352659, -6.2489505 53.352846)",,,,,,,,6.830000000000001,0.52325,815.1915,0.373,52.3165,7.2200000000000015
131033635,131037489,0,13904650,False,2,Railway Street,residential,30,False,60.083,,"LINESTRING (-6.2506106 53.3534604, -6.251455 53.3532656)",,,,,,,,10.385333333333334,58.35084375,804.8898333333333,0.376,51.5815,5.959
131033635,131032422,0,13904650,False,2,Railway Street,residential,30,True,81.472,,"LINESTRING (-6.2506106 53.3534604, -6.2494499 53.3536989)",,,,,,,,10.385333333333334,58.35084375,804.8898333333333,0.376,51.5815,5.959
131033635,10282824714,0,13904649,False,,Beaver Street,residential,30,True,37.074,,"LINESTRING (-6.2506106 53.3534604, -6.2505245 53.3532796, -6.2504578 53.3531397)",,,,,,,,4.642,40.8016875,803.7656666666667,0.3656666666666666,49.193999999999996,6.796333333333333
131033883,5414887025,0,13904650,False,2,Railway Street,residential,30,False,26.248,,"LINESTRING (-6.2526021 53.3530015, -6.2529704 53.3529155)",,,,,,,,10.385333333333334,58.35084375,804.8898333333333,0.376,51.5815,5.959
131033883,3698432188,0,13904650,False,2,Railway Street,residential,30,True,20.373,,"LINESTRING (-6.2526021 53.3530015, -6.2523172 53.3530697)",,,,,,,,10.385333333333334,58.35084375,804.8898333333333,0.376,51.5815,5.959
131033883,131031655,0,13904671,False,,Gloucester Lane,pedestrian,,True,78.298,,"LINESTRING (-6.2526021 53.3530015, -6.2529943 53.3536656)",,,,,,,,9.825777777777777,41.607579769736844,811.6054722222223,0.37577777777777777,49.677861111111106,5.824722222222222
131034113,131037589,0,13904650,False,2,Railway Street,residential,30,False,56.584,,"LINESTRING (-6.2541383 53.3526635, -6.2549386 53.3524881)",,,,,,,,10.385333333333334,58.35084375,804.8898333333333,0.376,51.5815,5.959
131034113,131037570,0,13904691,False,,James Joyce Street,unclassified,30,True,78.069,,"LINESTRING (-6.2541383 53.3526635, -6.2537335 53.3520043)",,,,,,,,13.745,2.4515,812.8398,0.3511999999999999,47.7668,6.2054
131034113,3103793837,0,13904650,False,2,Railway Street,residential,30,True,75.558,,"LINESTRING (-6.2541383 53.3526635, -6.2534535 53.3528078, -6.2530668 53.352893)",,,,,,,,10.385333333333334,58.35084375,804.8898333333333,0.37600000000000006,51.5815,5.959
131034113,26161117,0,1049078008,False,,James Joyce Street,unclassified,30,False,79.523,,"LINESTRING (-6.2541383 53.3526635, -6.2542433 53.352844, -6.2545313 53.3533391)",,,,,,,,10.65337037037037,38.15553421052632,811.551914074074,0.3725081481481481,49.58256592592593,5.881771851851852
131034281,131037589,0,13904650,False,2,Railway Street,residential,30,True,44.864,,"LINESTRING (-6.2555708 53.3523453, -6.2549386 53.3524881)",,,,,,,,10.385333333333334,58.35084375,804.8898333333333,0.376,51.5815,5.959
131034281,20447270,0,162745567,False,2,Gardiner Street Lower,secondary,50,False,81.882,R802,"LINESTRING (-6.2555708 53.3523453, -6.2560402 53.3530263)",,,,,,,,31.13116666666667,9.781916666666666,836.933,0.4463333333333333,36.93716666666666,7.466666666666666
131034281,133457972,0,162745567,False,2,Gardiner Street Lower,secondary,50,True,98.412,R802,"LINESTRING (-6.2555708 53.3523453, -6.2549947 53.3515298)",,,,,,,,31.13116666666667,9.781916666666666,836.933,0.4463333333333333,36.93716666666666,7.466666666666666
131034503,131034880,0,13904690,False,2,Gloucester Place North,residential,30,False,41.691,,"LINESTRING (-6.2547579 53.3537707, -6.2549801 53.3541214)",,,,,,,,12.163,1.166,835.196,0.375,44.456,5.382
131034503,131037823,0,13904698,False,1,Gloucester Place Lower,residential,30,False,45.724,,"LINESTRING (-6.2547579 53.3537707, -6.2541038 53.3538998)",,,,,,,,15.6245,6.9955,833.3685,0.378,51.670500000000004,5.949
131034503,26161117,0,13904690,False,2,Gloucester Place North,residential,30,True,50.618,,"LINESTRING (-6.2547579 53.3537707, -6.2545349 53.3534068, -6.2545313 53.3533391)",,,,,,,,12.163000000000002,1.166,835.196,0.375,44.455999999999996,5.382000000000001
131034880,131034503,0,13904690,False,2,Gloucester Place North,residential,30,True,41.691,,"LINESTRING (-6.2549801 53.3541214, -6.2547579 53.3537707)",,,,,,,,12.163,1.166,835.196,0.375,44.456,5.382
131034880,131037837,0,13904695,False,2,,residential,30,False,73.07000000000001,,"LINESTRING (-6.2549801 53.3541214, -6.254837 53.3541725, -6.2543898 53.3542638, -6.2541358 53.3543019, -6.253948 53.3543424)",,,,,,,,16.03988,7.6950400000000005,833.1492000000001,0.37836,52.53624,6.01704
131034880,131035480,0,13904695,False,2,,residential,30,True,67.16,,"LINESTRING (-6.2549801 53.3541214, -6.2551465 53.3540839, -6.2552589 53.3540607, -6.2553217 53.3540728, -6.2554663 53.3542853, -6.2555336 53.3544382)",,,,,,,,13.257552380952381,5.001942857142857,831.8096190476191,0.3799333333333333,44.81118095238096,5.515714285714285
131035480,131034880,0,13904695,False,2,,residential,30,False,67.16,,"LINESTRING (-6.2555336 53.3544382, -6.2554663 53.3542853, -6.2553217 53.3540728, -6.2552589 53.3540607, -6.2551465 53.3540839, -6.2549801 53.3541214)",,,,,,,,13.257552380952381,5.001942857142857,831.8096190476191,0.3799333333333333,44.81118095238096,5.515714285714285
131036772,3821992156,0,13904706,False,,Rutland Street Lower,residential,30,False,14.707,,"LINESTRING (-6.2520136 53.354669, -6.2520996 53.3547909)",,,,,,,,11.31,3.737,819.858,0.363,36.686,5.816
131037035,131037872,0,13904703,False,,Rutland Cottages,residential,30,False,34.34,,"LINESTRING (-6.2521391 53.3548469, -6.2517014 53.3550116)",,,,,,,,11.31,3.7370000000000005,819.858,0.363,36.686,5.816
131037035,131037115,0,13904706,False,,Rutland Street Lower,residential,30,False,30.306,,"LINESTRING (-6.2521391 53.3548469, -6.2523833 53.3550772)",,,,,,,,11.31,3.737,819.858,0.363,36.686,5.816
131037035,3821992156,0,13904706,False,,Rutland Street Lower,residential,30,True,6.756,,"LINESTRING (-6.2521391 53.3548469, -6.2520996 53.3547909)",,,,,,,,11.31,3.737,819.858,0.363,36.686,5.816
131037115,131037411,0,13904654,False,2,Summerhill Place,residential,30,False,54.489,,"LINESTRING (-6.2523833 53.3550772, -6.2516822 53.3553322)",,,,,,,,11.1103,18.1696,821.1940999999999,0.35819999999999996,42.369200000000006,6.4846
131037115,131037232,0,13904706,False,,Rutland Street Lower,residential,30,False,32.537,,"LINESTRING (-6.2523833 53.3550772, -6.2526584 53.3553194)",,,,,,,,11.31,3.737,819.858,0.363,36.686,5.816
131037115,131037035,0,13904706,False,,Rutland Street Lower,residential,30,True,30.306,,"LINESTRING (-6.2523833 53.3550772, -6.2521391 53.3548469)",,,,,,,,11.31,3.737,819.858,0.363,36.686,5.816
131037232,131037404,0,13904652,False,,Rutland Court,residential,30,False,48.167,,"LINESTRING (-6.2526584 53.3553194, -6.2520499 53.3555555)",,,,,,,,10.714075000000001,19.83655,817.2574999999999,0.36014999999999997,45.67595,6.526525
131037232,131037388,0,13904706,False,,Rutland Street Lower,residential,30,False,44.514,,"LINESTRING (-6.2526584 53.3553194, -6.2530251 53.3556546)",,,,,,,,11.31,3.737,819.858,0.363,36.686,5.816
131037232,131037115,0,13904706,False,,Rutland Street Lower,residential,30,True,32.537,,"LINESTRING (-6.2526584 53.3553194, -6.2523833 53.3550772)",,,,,,,,11.31,3.737,819.858,0.363,36.686,5.816
131037388,131037232,0,13904706,False,,Rutland Street Lower,residential,30,True,44.514,,"LINESTRING (-6.2530251 53.3556546, -6.2526584 53.3553194)",,,,,,,,11.31,3.737,819.858,0.363,36.686,5.816
131037388,1415548346,0,37692199,False,4,Summerhill,secondary,50,False,152.996,R803,"LINESTRING (-6.2530251 53.3556546, -6.2525809 53.3557976, -6.2523951 53.3558619, -6.2521628 53.3559422, -6.2516983 53.356118, -6.2513892 53.3562343, -6.251072 53.3563817)",,,,,,,,9.98925,9.2935,806.736,0.3695,47.7085,5.95575
131037388,710547269,0,"[440034441, 3957125]",True,2,Summerhill,secondary,50,False,305.882,R803,"LINESTRING (-6.2530251 53.3556546, -6.2531742 53.3555522, -6.2533845 53.3554716, -6.2545667 53.3550251, -6.254651 53.3549938, -6.255602 53.354628, -6.2566922 53.3542033, -6.2568923 53.3542062)",,,,,,,,18.165535714285713,12.644305357142857,816.9015607142857,0.387725,44.580555952380955,5.831522619047619
131037404,131037232,0,13904652,False,,Rutland Court,residential,30,True,48.167,,"LINESTRING (-6.2520499 53.3555555, -6.2526584 53.3553194)",,,,,,,,10.714075000000001,19.83655,817.2574999999999,0.36014999999999997,45.67595,6.526525
131037411,131037115,0,13904654,False,2,Summerhill Place,residential,30,True,54.489,,"LINESTRING (-6.2516822 53.3553322, -6.2523833 53.3550772)",,,,,,,,11.1103,18.1696,821.1940999999999,0.35819999999999996,42.369200000000006,6.4846
131037411,131037867,0,13904659,False,,Rutland Cottages,residential,30,False,45.386,,"LINESTRING (-6.2516822 53.3553322, -6.2513949 53.3549618)",,,,,,,,10.490300000000001,31.8222375,823.2309,0.3668,43.70140000000001,5.924799999999999
131037411,131032035,0,"[13904707, 13904654]",False,2,Summerhill Place,residential,30,False,85.351,,"LINESTRING (-6.2516822 53.3553322, -6.2515783 53.3554314, -6.2510571 53.3556454, -6.2509612 53.355676, -6.2508281 53.3557214, -6.250731 53.3557365, -6.2506406 53.355754)",,,,,,,,8.94062142857143,43.36378571428572,822.8399285714286,0.3526714285714286,58.084585714285716,7.5305357142857146
131037414,131031764,0,13904655,False,,Rutland Court,residential,30,True,73.97999999999999,,"LINESTRING (-6.2517364 53.3556836, -6.2511829 53.3559054, -6.2510583 53.355976, -6.2509168 53.35601, -6.2507997 53.3560338)",,,,,,,,10.3115,75.9,826.5385,0.339,65.102,9.159
131037420,131037443,0,13904657,False,,Bella Avenue,residential,30,False,32.328,,"LINESTRING (-6.2510219 53.3549722, -6.2508688 53.3546962)",,,,,,,,9.989544444444444,31.813160657894738,825.0967472222223,0.39883611111111106,50.40591944444444,5.2138638888888895
131037420,3698432143,0,13904682,False,,Bella Street,residential,30,True,9.961,,"LINESTRING (-6.2510219 53.3549722, -6.2508803 53.3550019)",,,,,,,,8.005799999999999,16.203995,821.33405,0.38705,50.166149999999995,5.56135
131037420,131037428,0,13904682,False,,Bella Street,residential,30,False,34.16,,"LINESTRING (-6.2510219 53.3549722, -6.2513497 53.3548979, -6.2515055 53.3548672)",,,,,,,,9.381933333333334,26.096181666666666,823.0657500000001,0.38248333333333334,42.95565,4.9847166666666665
131037428,131037457,0,13904660,False,,Terrace Place,residential,30,False,37.829,,"LINESTRING (-6.2515055 53.3548672, -6.2513296 53.3545436)",,,,,,,,9.082744444444446,37.500100657894734,832.7444222222223,0.3789111111111111,44.44844444444445,4.989588888888889
131037428,131037435,0,13904682,False,,Bella Street,residential,30,False,18.367,,"LINESTRING (-6.2515055 53.3548672, -6.2517645 53.354809)",,,,,,,,10.070000000000002,31.042275,823.9316,0.3802,39.3504,4.6964
131037428,131037420,0,13904682,False,,Bella Street,residential,30,True,34.16,,"LINESTRING (-6.2515055 53.3548672, -6.2513497 53.3548979, -6.2510219 53.3549722)",,,,,,,,9.381933333333334,26.096181666666666,823.0657500000001,0.38248333333333334,42.95565,4.9847166666666665
131037435,131037428,0,13904682,False,,Bella Street,residential,30,True,18.367,,"LINESTRING (-6.2517645 53.354809, -6.2515055 53.3548672)",,,,,,,,10.070000000000002,31.042275,823.9316,0.3802,39.3504,4.6964
131037443,131037420,0,13904657,False,,Bella Avenue,residential,30,True,32.328,,"LINESTRING (-6.2508688 53.3546962, -6.2510219 53.3549722)",,,,,,,,9.989544444444444,31.813160657894738,825.0967472222223,0.39883611111111106,50.40591944444444,5.2138638888888895
131037457,131037428,0,13904660,False,,Terrace Place,residential,30,True,37.829,,"LINESTRING (-6.2513296 53.3545436, -6.2515055 53.3548672)",,,,,,,,9.082744444444446,37.500100657894734,832.7444222222223,0.3789111111111111,44.44844444444445,4.989588888888889
131037457,131037472,0,13904661,False,,Bella Place,residential,30,False,45.058,,"LINESTRING (-6.2513296 53.3545436, -6.2506945 53.3546868)",,,,,,,,10.034388888888888,45.69012631578947,835.2083444444445,0.39412222222222215,50.096088888888886,5.074577777777778
131037457,3698432151,0,13904660,False,,Terrace Place,residential,30,False,16.52,,"LINESTRING (-6.2513296 53.3545436, -6.2512596 53.3544211, -6.2512891 53.3544136)",,,,,,,,8.355651851851853,39.714901754385956,836.3936592592594,0.3771629629629629,49.15265185185185,5.37337037037037
131037472,131037457,0,13904661,False,,Bella Place,residential,30,True,45.058,,"LINESTRING (-6.2506945 53.3546868, -6.2513296 53.3545436)",,,,,,,,10.034388888888888,45.69012631578947,835.2083444444445,0.39412222222222215,50.096088888888886,5.074577777777778
131037476,5583316826,0,4263428,False,2,Portland Row,secondary,50,True,5.213,R101,"LINESTRING (-6.2479476 53.355655, -6.2479971 53.3556914)",,,,,,,,16.24775,6.9215,840.4892500000001,0.47925,46.99175,7.440250000000001
131037476,3158432350,0,520012239,False,2,Portland Row,secondary,50,False,73.317,R101,"LINESTRING (-6.2479476 53.355655, -6.2472626 53.3551377)",,,,,,,,17.557666666666666,3.232,825.968,0.4326666666666667,46.97266666666667,7.625
131037478,10276772965,0,4263428,False,2,Portland Row,secondary,50,False,3.768,R101,"LINESTRING (-6.2490373 53.3564602, -6.2490015 53.3564339)",,,,,,,,16.24775,6.9215,840.4892500000001,0.47925,46.99175,7.440250000000001
131037478,12117928,0,4263428,False,2,Portland Row,secondary,50,True,78.088,R101,"LINESTRING (-6.2490373 53.3564602, -6.2497685 53.3570104)",,,,,,,,16.24775,6.9215,840.4892500000001,0.47925,46.99175,7.440250000000001
131037478,3158435065,0,13904662,False,,Bailey's Row,service,30,False,67.834,,"LINESTRING (-6.2490373 53.3564602, -6.2498501 53.3560903)",,,,alley,,,,13.934,48.03375,873.116,0.442,12.156,10.174
131037489,131033635,0,13904650,False,2,Railway Street,residential,30,True,60.083,,"LINESTRING (-6.251455 53.3532656, -6.2506106 53.3534604)",,,,,,,,10.385333333333334,58.35084375,804.8898333333333,0.376,51.5815,5.959
131037489,3698432188,0,13904650,False,2,Railway Street,residential,30,False,61.231,,"LINESTRING (-6.251455 53.3532656, -6.2522323 53.353089, -6.2523172 53.3530697)",,,,,,,,10.385333333333334,58.35084375,804.8898333333333,0.37600000000000006,51.5815,5.959
131037489,3698432189,0,13904663,False,,,service,30,False,43.154,,"LINESTRING (-6.251455 53.3532656, -6.2513345 53.3530743, -6.2513094 53.3530366, -6.2515311 53.352982)",,,,,,,,10.329377777777777,56.676517351973686,805.5613972222221,0.37597777777777774,51.3911361111111,5.945572222222221
131037523,3698432188,0,365839086,False,,Peadar Kearney House,pedestrian,30,True,83.636,,"LINESTRING (-6.2517865 53.3523875, -6.2519584 53.3526085, -6.2520054 53.3526689, -6.2521215 53.3528182, -6.2523172 53.3530697)",,,,,,,,10.720981333333333,54.373035,806.2627493333333,0.374992,51.385335999999995,6.034432
131037558,131037570,0,13904677,False,,Liberty House,residential,30,False,42.579,,"LINESTRING (-6.2531554 53.3521703, -6.2537335 53.3520043)",,,,,,,,14.327,20.83326315789473,818.855,0.346,49.451,5.493
131037558,131037689,0,13904677,False,,Liberty House,residential,30,True,20.914,,"LINESTRING (-6.2531554 53.3521703, -6.2532027 53.3522735, -6.253241 53.3523513)",,,,,,,,14.327,20.83326315789473,818.855,0.3459999999999999,49.451,5.492999999999999
131037558,3572962398,0,351505123,False,,,pedestrian,,True,83.15299999999999,,"LINESTRING (-6.2531554 53.3521703, -6.2530534 53.3521821, -6.252994 53.352189, -6.2528967 53.3520631, -6.2528316 53.3519789, -6.2526136 53.3517354, -6.2525459 53.3516478, -6.252513 53.3516065)",,,,,,,,7.208,17.514,805.408,0.367,56.444,6.555
131037570,131037558,0,13904677,False,,Liberty House,residential,30,True,42.579,,"LINESTRING (-6.2537335 53.3520043, -6.2531554 53.3521703)",,,,,,,,14.327,20.83326315789473,818.855,0.346,49.451,5.493
131037570,131034113,0,13904691,False,,James Joyce Street,unclassified,30,False,78.069,,"LINESTRING (-6.2537335 53.3520043, -6.2541383 53.3526635)",,,,,,,,13.745,2.4515,812.8398,0.3511999999999999,47.7668,6.2054
131037570,131032890,0,13904691,False,,James Joyce Street,unclassified,30,True,78.974,,"LINESTRING (-6.2537335 53.3520043, -6.2533252 53.3513372)",,,,,,,,13.745,2.4515,812.8398,0.3511999999999999,47.7668,6.2054
131037576,3756847404,0,13904665,False,,Moland Place,service,30,True,42.347,,"LINESTRING (-6.2536518 53.3508653, -6.253624 53.3508211, -6.2534092 53.3505131)",,,,,,,,19.214,39.673875,820.2959999999999,0.36800000000000005,42.1125,6.199000000000001
131037576,131037589,0,13904678,False,,Mabbot Lane,service,30,False,214.731,,"LINESTRING (-6.2536518 53.3508653, -6.2536939 53.3509329, -6.2545299 53.3522763, -6.2547629 53.3522294, -6.2549212 53.3524625, -6.2549386 53.3524881)",,,,alley,,,,9.7812,18.41463157894737,815.6962,0.3521999999999999,50.8408,5.4402
131037576,659815,0,"[529166770, 481221021]",True,1,Talbot Street,tertiary,30,False,52.297,,"LINESTRING (-6.2536518 53.3508653, -6.2537052 53.3508663, -6.2539188 53.3508295, -6.2541819 53.3507821, -6.2542693 53.3507663, -6.2544091 53.3507411)",,,,,,,,23.130553333333335,19.728289254385967,826.4228311111111,0.39864777777777777,42.519368888888884,6.6259644444444445
131037589,131034281,0,13904650,False,2,Railway Street,residential,30,False,44.864,,"LINESTRING (-6.2549386 53.3524881, -6.2555708 53.3523453)",,,,,,,,10.385333333333334,58.35084375,804.8898333333333,0.376,51.5815,5.959
131037589,131034113,0,13904650,False,2,Railway Street,residential,30,True,56.584,,"LINESTRING (-6.2549386 53.3524881, -6.2541383 53.3526635)",,,,,,,,10.385333333333334,58.35084375,804.8898333333333,0.376,51.5815,5.959
131037589,131037576,0,13904678,False,,Mabbot Lane,service,30,True,214.731,,"LINESTRING (-6.2549386 53.3524881, -6.2549212 53.3524625, -6.2547629 53.3522294, -6.2545299 53.3522763, -6.2536939 53.3509329, -6.2536518 53.3508653)",,,,alley,,,,9.7812,18.41463157894737,815.6962,0.3521999999999999,50.8408,5.4402
131037594,3756847404,0,13904665,False,,Moland Place,service,30,False,42.326,,"LINESTRING (-6.253204 53.3501527, -6.2534092 53.3505131)",,,,,,,,19.214,39.673875,820.296,0.368,42.1125,6.199
131037594,111887642,0,14047764,True,1,Frenchman's Lane,unclassified,30,False,38.174,,"LINESTRING (-6.253204 53.3501527, -6.252717 53.3502892, -6.2526834 53.3502986)",,,,,,,,26.111499999999996,16.51441666666667,828.317,0.393,38.209,6.2465
131037599,1294004359,0,3789702,False,3,Gardiner Street Lower,secondary,50,True,26.125,R802,"LINESTRING (-6.2538576 53.3499392, -6.2537104 53.3497213)",,,,,,,,36.54,29.538,843.007,0.449,37.056,7.515
131037599,2418669707,0,13904666,False,,Beresford Lane,service,30,True,22.919,,"LINESTRING (-6.2538576 53.3499392, -6.2539715 53.3498886, -6.2540842 53.3498605, -6.2541588 53.3498414)",,,,alley,,,,38.43,31.314,854.672,0.472,43.79,9.387
131037599,131037594,0,14047764,True,1,Frenchman's Lane,unclassified,30,False,49.506,,"LINESTRING (-6.2538576 53.3499392, -6.2537993 53.3499651, -6.253753 53.3499797, -6.253204 53.3501527)",,,,,,,,26.1115,16.51441666666667,828.317,0.393,38.209,6.2465
131037599,659815,0,43100899,False,3,Gardiner Street Lower,secondary,50,False,96.389,R802,"LINESTRING (-6.2538576 53.3499392, -6.2540211 53.350177, -6.2543489 53.3506536, -6.2543745 53.3506908, -6.2544091 53.3507411)",,,,,,,,33.0555,17.05,834.2094999999999,0.43949999999999995,39.4155,7.522999999999999
131037629,131037636,0,13904669,False,,Beaver Close,residential,30,False,27.392,,"LINESTRING (-6.250282 53.3527706, -6.2499101 53.3528774)",,,,,,,,28.8565,30.50778947368421,797.604,0.341,57.997,5.223
131037629,10282824714,0,13904649,False,,Beaver Street,residential,30,False,42.669,,"LINESTRING (-6.250282 53.3527706, -6.250367 53.352949, -6.2504578 53.3531397)",,,,,,,,4.642,40.8016875,803.7656666666667,0.3656666666666666,49.193999999999996,6.796333333333333
131037629,131033464,0,13904649,False,,Beaver Street,residential,30,True,38.202,,"LINESTRING (-6.250282 53.3527706, -6.250193 53.3525835, -6.2500994 53.3524453)",,,,,,,,4.642,40.8016875,803.7656666666667,0.3656666666666666,49.193999999999996,6.796333333333333
131037636,131037629,0,13904669,False,,Beaver Close,residential,30,True,27.392,,"LINESTRING (-6.2499101 53.3528774, -6.250282 53.3527706)",,,,,,,,28.8565,30.50778947368421,797.604,0.341,57.997,5.223
131037641,131031340,0,13904672,False,,Killarney Avenue,residential,30,True,64.914,,"LINESTRING (-6.2487994 53.3539214, -6.2491148 53.354474)",,,,,,,,19.283,29.70157894736842,825.551,0.378,53.28,4.581
131037666,131037682,0,13904673,False,1,Frankfort Cottages,residential,30,False,59.53,,"LINESTRING (-6.2478252 53.3543862, -6.2483085 53.3539352)",,,,,,,,15.373366666666664,29.138399561403507,816.6123166666666,0.41231666666666666,48.83795833333334,3.8937000000000004
131037666,131037682,1,"[13904674, 13904687]",False,,Hewardine Terrace,"['residential', 'service']",30,False,88.426,,"LINESTRING (-6.2478252 53.3543862, -6.2479114 53.3544059, -6.2484988 53.3542874, -6.2483085 53.3539352)",,,,,,,,15.373366666666664,29.138399561403507,816.6123166666666,0.41231666666666666,48.83795833333334,3.8937000000000004
131037666,131031301,0,13904673,False,1,Frankfort Cottages,residential,30,True,48.474,,"LINESTRING (-6.2478252 53.3543862, -6.2476477 53.3545253, -6.2476323 53.354564, -6.2476798 53.3546426, -6.2477561 53.3547726)",,,,,,,,13.639,28.89536842105263,812.619,0.41600000000000004,48.563,3.557
131037682,131037666,0,13904673,False,1,Frankfort Cottages,residential,30,True,59.53,,"LINESTRING (-6.2483085 53.3539352, -6.2478252 53.3543862)",,,,,,,,15.373366666666664,29.138399561403507,816.6123166666666,0.41231666666666666,48.83795833333334,3.8937000000000004
131037682,131037666,1,"[13904674, 13904687]",False,,Hewardine Terrace,"['residential', 'service']",30,True,88.42600000000002,,"LINESTRING (-6.2483085 53.3539352, -6.2484988 53.3542874, -6.2479114 53.3544059, -6.2478252 53.3543862)",,,,,,,,15.373366666666664,29.138399561403507,816.6123166666666,0.41231666666666666,48.83795833333334,3.8937000000000004
131037682,131037926,0,"[13904673, 319188637, 575044518]",False,1,Frankfort Cottages,residential,30,False,97.724,,"LINESTRING (-6.2483085 53.3539352, -6.2487063 53.3535536, -6.2486257 53.3534031, -6.2485311 53.3533641, -6.248407 53.3533201, -6.2482417 53.3532579)",,,building_passage,,,,,38.486466666666665,24.463585087719295,861.5709,0.4867666666666666,34.826616666666666,7.430733333333333
131037689,131037558,0,13904677,False,,Liberty House,residential,30,False,20.914,,"LINESTRING (-6.253241 53.3523513, -6.2532027 53.3522735, -6.2531554 53.3521703)",,,,,,,,14.327,20.83326315789473,818.855,0.3459999999999999,49.451,5.492999999999999
131037689,131037689,0,13904679,False,2,Liberty House,living_street,30,False,108.578,,"LINESTRING (-6.253241 53.3523513, -6.2534253 53.3523096, -6.2535623 53.3525255, -6.2531591 53.3526167, -6.2530221 53.3524008, -6.253241 53.3523513)",,,,,,,,12.598555555555556,26.087160043859644,813.2632777777777,0.35263333333333335,51.41113333333334,5.662
131037689,131037689,1,13904679,False,2,Liberty House,living_street,30,True,108.578,,"LINESTRING (-6.253241 53.3523513, -6.2530221 53.3524008, -6.2531591 53.3526167, -6.2535623 53.3525255, -6.2534253 53.3523096, -6.253241 53.3523513)",,,,,,,,12.598555555555556,26.087160043859644,813.2632777777777,0.35263333333333335,51.41113333333334,5.662
131037743,10276772963,0,4263428,False,2,Portland Row,secondary,50,True,35.241,R101,"LINESTRING (-6.2485996 53.3561386, -6.2489344 53.3563846)",,,,,,,,16.24775,6.9215,840.4892500000001,0.47925,46.99175,7.440250000000001
131037743,3789411802,0,13904686,False,,Portland Close,residential,30,False,35.166,,"LINESTRING (-6.2485996 53.3561386, -6.2490284 53.3559528)",,,,,,,,23.314,15.996,907.358,0.652,49.27,17.038
131037743,321859983,0,4263428,False,2,Portland Row,secondary,50,False,25.922,R101,"LINESTRING (-6.2485996 53.3561386, -6.2484269 53.3560103, -6.2483566 53.3559561)",,,,,,,,16.24775,6.921499999999999,840.4892500000001,0.47925,46.99175,7.440250000000002
131037752,3789411802,0,13904686,False,,Portland Close,residential,30,True,12.422,,"LINESTRING (-6.2491799 53.3558872, -6.2490284 53.3559528)",,,,,,,,23.314,15.996,907.358,0.652,49.27,17.038
131037823,131034503,0,13904698,False,1,Gloucester Place Lower,residential,30,True,45.724,,"LINESTRING (-6.2541038 53.3538998, -6.2547579 53.3537707)",,,,,,,,15.6245,6.9955,833.3685,0.378,51.670500000000004,5.949
131037837,131034880,0,13904695,False,2,,residential,30,True,73.07,,"LINESTRING (-6.253948 53.3543424, -6.2541358 53.3543019, -6.2543898 53.3542638, -6.254837 53.3541725, -6.2549801 53.3541214)",,,,,,,,16.03988,7.695039999999999,833.1492000000001,0.37836,52.53624,6.01704
131037837,131037837,0,233034040,True,,Patrick Heeney Crescent,residential,30,False,87.96099999999998,,"LINESTRING (-6.253948 53.3543424, -6.2539931 53.3544493, -6.2540099 53.3545183, -6.2539568 53.3545604, -6.2537823 53.354592, -6.2537201 53.3545984, -6.2536621 53.3545753, -6.2536214 53.3545292, -6.2536042 53.3544716, -6.2536192 53.3544268, -6.2537115 53.3543973, -6.253948 53.3543424)",,,,,,,,19.086,12.824999999999998,831.5409999999998,0.381,58.88500000000001,6.516000000000001
