osm_id,NO2_ugm3,NO_ugm3,CO2_mgm3,CO_mgm3,O3_ugm3,PM25_ugm3
3383514,9.99278125,4.006760416666666,823.992625,0.373375,54.8568125,4.72725
3385249,4.338,4.698666666666667,798.6766666666667,0.36366666666666664,59.26533333333333,5.358999999999999
3385251,3.0672,14.513285714285715,784.0274000000001,0.329,59.3254,4.6632
3385253,5.6074,23.430904761904763,798.7658666666666,0.35419999999999996,45.4026,6.911333333333333
3385536,18.20225,14.731375,801.126625,0.361375,41.458375,6.008875
3385537,8.03825,7.931666666666667,783.735,0.35125,52.8115,7.248749999999999
3386695,2.241,8.4144,786.4580000000001,0.3363333333333334,57.69388888888889,5.369666666666666
3386696,4.872000000000001,8.785733333333333,777.806,0.311,57.086,4.98
3386698,6.344857142857143,10.9955,803.865,0.4685,48.7855,9.14125
3387646,9.777619047619048,7.174222222222222,819.0808888888889,0.30777777777777776,49.661,7.149222222222223
3391854,11.937333333333333,2.2654583333333336,801.9563333333334,0.37716666666666665,49.64983333333333,5.2065
3663177,13.150166666666665,6.3382499999999995,811.5083333333332,0.37166666666666665,47.562333333333335,4.63
3663186,12.909,4.483,779.492,0.313,54.816,4.699
3663333,9.5378,8.07,794.415,0.337,48.2248,5.518800000000001
3663334,28.113714285714284,16.66185714285714,810.924,0.3764285714285714,47.460857142857144,6.534
3663492,23.484,50.795,821.444,0.404,48.535,5.452
3663493,32.865,39.281,860.475,0.448,35.576,6.451
3663494,25.028,30.761,811.387,0.376,47.787,4.446
3701391,5.370538461538461,8.41648076923077,802.0687692307692,0.3388846153846154,51.76307692307692,6.584269230769231
3701394,15.164,13.737,820.059,0.401,47.786,6.798
3708463,20.656,20.160999999999998,809.7529999999999,0.3926,44.0198,6.1934
3708464,19.192,10.7035,816.068625,0.41575,43.68375,6.574
3708465,28.43975,40.76325,840.8875,0.421,37.3555,7.014
3708468,5.2626,6.201869230769232,790.7506,0.3402,49.050799999999995,5.1136
3708469,4.371863636363637,1.232286713286713,796.9740909090909,0.33272727272727276,52.88972727272728,5.317454545454545
3708470,20.6515,23.9255,806.778,0.409,43.235,5.6005
3708471,17.8095,10.084666666666665,791.1486666666666,0.341,57.18833333333333,5.265000000000001
3708472,8.516,0.9666363636363636,790.317,0.351,50.228,4.227
3708534,2.398,1.779909090909091,790.116,0.333,55.534333333333336,5.432333333333333
3708539,4.1000000000000005,2.9998181818181826,796.9563333333332,0.329,57.38766666666667,5.5793333333333335
3708540,9.872250000000001,4.423045454545455,798.73175,0.356,48.50725,5.2755
3708541,8.468100000000002,4.496614285714285,799.86,0.3746,50.6494,5.589
3708542,4.7445,1.9975714285714288,787.725,0.319,58.22,6.319
3708546,5.178,2.021428571428572,774.01,0.317,56.444,2.802
3708548,5.6115,2.0452857142857144,807.826,0.992,54.668,4.985
3708549,6.045,2.069142857142857,807.191,0.316,69.985,5.445
3708552,6.695250000000001,2.157,785.703,0.327,53.086,5.444
3708553,7.562250000000001,2.4130000000000003,788.2245,0.3245,53.7775,4.578
3708574,8.2125,2.605,793.595,0.3,51.005,4.036
3708575,8.422,2.797,799.701,0.3635,40.94,5.362500000000001
3708576,17.39125,4.2145,806.95375,0.37525,38.3515,5.7825
3708577,18.857,2.171642857142857,823.412,0.345,42.514,5.808
3708578,16.3185,1.946107142857143,813.8725,0.324,43.3575,6.4145
3708641,7.322666666666667,1.5702142857142858,824.0193333333333,0.27566666666666667,66.508,3.576
3708643,10.461666666666666,1.1191428571428572,812.372,0.2926666666666667,67.00133333333333,4.8309999999999995
3708680,4.99275,0.5928928571428572,789.4485,0.339,56.976749999999996,4.83025
3708681,12.835999999999999,10.783666666666667,787.9063333333334,0.32783333333333337,59.663999999999994,4.898
3708838,26.60925,30.61375,837.2705,0.44225000000000003,41.0625,7.326
3708865,4.5137857142857145,2.874214285714286,796.5338571428572,0.36357142857142855,52.71771428571429,4.7661428571428575
3708878,12.661,2.1895,814.645,0.411,41.681,7.01
3708956,3.5774318181818185,1.4742727272727272,793.2469090909091,0.32931818181818184,50.306,5.703409090909091
3709025,6.78525,25.711999999999996,797.2145,0.2925,65.2845,4.635
3716924,60.594,103.772,889.525,0.48,50.561,7.055
3716925,31.629,6.991,860.579,0.458,36.02,6.292
3729053,15.372625,15.070250000000001,798.08925,0.34650000000000003,55.12925,5.5645
3753879,45.418000000000006,85.0005,841.4435,0.3975,37.935,7.063000000000001
3753882,51.826499999999996,23.088500000000003,846.4965,0.40049999999999997,28.0845,8.625
3753933,35.2864,28.389466666666664,856.9370000000001,0.4346,38.982800000000005,9.189
3753934,31.938800000000004,56.96713333333334,832.348,0.42060000000000003,36.0428,9.9536
3753960,1.8950059523809522,0.722875,801.00875,0.3085,47.11666666666667,4.841
3753961,3.0873163265306123,0.675,801.0253571428572,0.3112857142857143,47.704214285714286,4.692571428571428
3753962,6.671595238095238,3.217436507936508,812.3717619047619,0.3334761904761905,45.631571428571434,5.368904761904762
3753989,3.886813596491228,2.3163508771929826,803.3418684210527,0.3452368421052632,48.28857894736842,4.602657894736843
3753992,1.0035,13.985974358974358,770.1881111111111,0.2932222222222222,70.29422222222223,6.233444444444444
3754032,9.329016666666666,36.091076923076926,789.3722,0.3224,54.42719999999999,6.8873999999999995
3754034,29.75275,49.25242307692308,787.8040000000001,0.3155,58.382999999999996,5.858499999999999
3761187,39.022,54.893,834.614,0.442,37.019,5.933
3761189,25.997999999999998,17.597214285714283,796.5312857142857,0.315,80.72385714285714,3.7791428571428574
3761190,1.312,15.0078125,784.63375,0.342,79.45075,3.94675
3761296,2.233,21.052888888888887,786.509,0.33866666666666667,53.221000000000004,4.949000000000001
3761297,1.637,15.501777777777775,801.267,0.305,44.235,3.369
3761300,1.339,12.72622222222222,776.476,0.274,75.757,4.525
3761301,1.8257142857142856,4.0835333333333335,795.6655714285714,0.3315714285714286,50.60328571428572,5.7377142857142855
3761302,1.8968999999999998,2.6569,791.7764666666667,0.333,50.44793333333334,5.297133333333333
3761304,4.260666666666666,10.177941666666667,795.5045,0.34541666666666665,51.25925,5.645666666666667
3763679,13.3735,22.5908,803.714,0.318,62.328,5.241
3763683,25.34225,12.477140625,829.22075,0.3845,44.04025,6.46975
3785436,4.98585,0.7462500000000001,794.7184,0.3284,47.88,5.1776
3785437,2.195027777777778,0.7711875,781.777,0.37155555555555553,54.322611111111115,3.057888888888889
3785440,9.32325,0.79078125,802.412,0.3685,54.087,5.021
3785441,7.7044999999999995,0.7996875,799.9526666666667,0.35600000000000004,50.75333333333333,6.164000000000001
3785444,12.05704761904762,0.8175,790.2138571428571,0.33428571428571424,56.238142857142854,4.9110000000000005
3785445,8.89536111111111,0.8604791666666666,798.078,0.35166666666666674,55.4685,4.729833333333333
3785446,59.087,1.091,940.245,0.536,56.4035,14.17
3785447,37.472500000000004,1.4585000000000001,783.2722,0.3122,60.3258,4.6636
3785449,5.562571428571429,2.1935,800.1032857142857,0.3467142857142857,50.20328571428571,5.188714285714285
3785450,1.3535,2.9285,792.9033999999999,0.35619999999999996,57.09259999999999,4.7344
3785451,1.295125,3.2960000000000003,798.973,0.369,53.668,6.948
3785454,3.5075625,3.7247500000000002,782.4053333333333,0.3595,56.40083333333333,2.6438333333333333
3785458,2.1865555555555556,9.316166666666668,792.9196666666667,0.34344444444444444,49.76144444444444,5.573111111111111
3785459,25.528,89.364,849.869,0.457,41.349,6.115
3785494,25.515,22.348,844.243,0.431,112.386,14.27
3785528,3.9080526315789474,12.419222672064777,792.3551578947369,0.3331052631578948,52.340526315789475,5.618736842105263
3785896,7.2285,24.75088461538462,796.988,0.37,57.38,4.3825
3785897,5.472250000000001,11.9165,806.847,0.39449999999999996,50.4225,5.4915
3785899,19.649,5.921619047619048,770.851,0.336,52.3925,5.957
3785900,11.382285714285715,5.932476190476191,783.4523999999999,0.3496,57.309799999999996,5.2707999999999995
3785938,4.224928571428571,5.965047619047619,779.6205384615386,0.3162307692307692,50.434230769230766,5.275923076923077
3785940,16.506500000000003,5.992190476190476,785.2705000000001,0.302,47.90599999999999,12.462
3786265,29.968230769230768,32.527846153846156,824.0724615384617,0.3861538461538461,39.87115384615385,5.873384615384615
3786267,38.332,68.93,853.705,0.428,40.905,6.474
3786268,36.5912,25.404400000000003,817.821,0.392,39.9904,7.5342
3786340,25.058999999999997,27.906970588235293,826.0597058823529,0.37570588235294117,41.81164705882353,6.389294117647059
3786341,24.601,48.726,823.4945,0.4125,39.9795,7.3260000000000005
3786343,1.4334999999999998,40.217000000000006,804.826,0.35433333333333333,46.827333333333335,4.948666666666667
3786345,1.284875,19.064750000000004,797.76325,0.32925000000000004,51.59725,4.635
3786491,4.753071428571428,16.77585714285714,806.3002857142857,0.32257142857142856,53.996857142857145,7.188428571428572
3786767,36.0345,31.3915,850.308,0.4335,49.183499999999995,7.781499999999999
3786768,8.168333333333335,12.996166666666667,814.8143333333334,0.40399999999999997,52.362,6.9863333333333335
3786773,20.80633333333333,10.661999999999999,809.2213333333333,0.38199999999999995,46.685,7.523666666666666
3786774,14.9295,10.265,798.313,0.3425,47.7305,7.272
3786776,17.7625,7.188833333333333,780.049,0.3087,59.283500000000004,5.6208
3786779,13.178199999999999,6.891333333333334,800.5352,0.307,66.5112,4.0646
3786781,12.396799999999999,4.513571428571429,798.0522,0.31720000000000004,69.296,3.8792
3786782,10.112,2.822228571428571,798.7126000000001,0.3368,69.80760000000001,4.0716
3786914,18.1252,25.06825,812.2701,0.3835,47.7716,7.2825500000000005
3787045,4.1373181818181815,6.727545454545455,796.0760909090909,0.34354545454545454,50.68836363636364,5.168363636363637
3787046,16.764,29.928,831.2629999999999,0.3405,56.0295,6.183
3787117,53.325500000000005,42.949,850.3855,0.4565,35.204,6.9079999999999995
3787451,35.136,10.148,891.173,0.439,36.465,11.836
3787524,22.17225,15.18025,815.68525,0.37475,46.241749999999996,6.96225
3787625,12.731,11.094,810.592,0.378,49.936499999999995,4.881500000000001
3787679,48.426,137.702,919.875,0.558,38.685,7.444
3787950,25.849,97.39833333333334,829.62,0.393,41.125,6.668
3787951,36.6322,44.61243333333333,846.317,0.425,39.8952,9.3226
3787954,56.662,83.94,884.63,0.483,18.927,7.722
3787955,31.5135,23.206,839.9835,0.41200000000000003,40.088499999999996,8.888
3788065,52.4095,32.7125,861.4100000000001,0.45699999999999996,27.509,8.868500000000001
3788201,39.554500000000004,28.006999999999998,788.8879999999999,0.308,48.0085,3.1845
3788281,31.9565,33.798500000000004,855.009,0.502,36.144,8.2525
3788404,33.404833333333336,16.341333333333335,836.0231666666667,0.4266666666666667,41.3195,8.488
3788405,32.581500000000005,10.3845,847.6355,0.39849999999999997,34.966499999999996,7.862
3788876,9.12075,2.9523124999999997,806.465625,0.370375,48.634,4.865375
3788877,5.96025,8.382249999999999,804.87575,0.367,53.22625,4.5447500000000005
3788878,5.734,6.816000000000001,792.654,0.366,37.352,2.92
3788879,6.42325,5.061428571428571,800.0955,0.3605,53.45083333333333,4.789499999999999
3789247,14.533333333333333,5.181976190476191,823.0693333333334,0.4143333333333334,48.71066666666667,6.271
3789250,13.263,8.1735,811.5356666666667,0.36933333333333335,52.199000000000005,8.071
3789251,5.8116,17.7125,804.7998,0.3558,53.1066,7.1926000000000005
3789252,32.739000000000004,30.012333333333334,842.3703333333333,0.432,42.762,7.105666666666667
3789368,16.233999999999998,26.076000000000004,805.0443333333333,0.35666666666666663,52.404333333333334,6.662
3789372,10.2456,11.06375,814.1831999999999,0.388,52.581399999999995,6.3542000000000005
3789374,16.029,14.3706875,814.94525,0.40900000000000003,45.73175,5.17825
3789571,17.0265,15.52375,821.82325,0.39725,47.0345,7.45675
3789572,38.624,23.032,864.089,0.449,36.576,7.427
3789575,40.385,32.988499999999995,876.0623333333333,0.46649999999999997,37.32533333333333,7.892833333333333
3789576,39.89,77.946,835.31,0.406,34.244,6.657
3789578,38.275999999999996,36.411500000000004,836.6775,0.4155,40.033500000000004,6.7195
3789702,36.54,29.538,843.007,0.449,37.056,7.515
3789703,28.559,15.925,835.319,0.44,38.24,7.634
3789941,26.922,7.0215,822.3015,0.399,42.81,6.385
3789993,29.537000000000003,15.895000000000001,831.5926666666668,0.4183333333333333,33.129,8.213
3790724,36.6675,15.951,827.07825,0.42425,39.13775,6.70175
3790875,18.8094,15.6707,813.9306,0.3476,44.2602,6.8354
3791031,18.839666666666666,15.196000000000003,824.0210000000001,0.381,42.782999999999994,4.792333333333334
3791033,24.116,3.079,836.78,0.383,37.297,5.58
3791034,25.256571428571426,11.007928571428574,841.6205714285715,0.40714285714285714,39.448142857142855,7.094285714285713
3791207,34.69733333333333,8.595,828.2533333333334,0.4033333333333333,37.42633333333333,8.984
3791208,10.267,2.481,802.669,0.396,54.234,6.383
3791210,7.5175,3.926,807.2842499999999,0.34775,44.0675,6.54575
3791291,23.136,5.371,818.032,0.446,40.072,10.379
3791409,3.099125,5.610558823529413,788.501625,0.335125,49.11575,5.158875
3791411,3.9497,5.956588235294118,786.318,0.32520000000000004,54.860400000000006,4.786
3791414,2.8011666666666666,6.2493823529411765,795.1718333333333,0.3335000000000001,49.46633333333333,4.872333333333334
3791415,2.8346666666666667,6.488941176470589,791.439,0.32666666666666666,54.74166666666667,5.372
3791416,2.08125,6.6486470588235305,792.0383333333333,0.3373333333333333,54.02033333333333,5.083666666666667
3791421,0.6844954545454546,7.021294117647059,792.6381818181818,0.3212727272727273,51.79245454545455,5.093818181818182
3791422,6.9746,7.393941176470588,791.3096666666667,0.3073333333333333,70.331,4.3180000000000005
3791424,11.411,7.500411764705882,786.849,0.306,52.559,12.964
3791426,6.920166666666667,7.633500000000001,792.0035,0.3305,54.862249999999996,4.74575
3791427,2.7596111111111115,7.819823529411765,793.9146666666667,0.323,53.419000000000004,4.704
3791443,13.139333333333333,7.979529411764706,808.8036666666667,0.35366666666666663,48.038000000000004,4.321333333333333
3791744,23.693,8.086,818.106,0.4,44.013,5.171
3791745,45.074333333333335,94.16733333333333,851.4639999999999,0.501,33.46633333333333,9.952
3791747,44.173500000000004,39.641999999999996,879.9665,0.4965,30.984,7.754
3791905,36.59585714285714,11.768285714285714,832.8862857142857,0.40399999999999997,41.39485714285714,6.515428571428572
3791970,6.72125,4.04425,796.8665000000001,0.374,54.9735,5.2145
3792105,15.408750000000001,12.836500000000001,796.057,0.376,56.168499999999995,5.553
3792106,27.33,14.345125,776.346,0.331,21.813,4.805
3792107,24.5675,25.6680625,787.1179999999999,0.32316666666666666,60.279666666666664,4.148
3792108,22.211000000000002,26.48466666666667,816.6576666666666,0.38800000000000007,45.30233333333334,5.999333333333333
3792111,8.994250000000001,8.81475,792.0525,0.31675,54.61225,8.997499999999999
3792113,9.3,20.332,796.371,0.336,51.31,5.57
3792114,7.5147,9.1188,799.5452,0.35819999999999996,53.3879,7.2673000000000005
3792286,10.358261904761903,15.132976190476189,814.8624285714286,0.37485714285714283,47.06519047619048,6.087904761904762
3792427,18.333666666666666,11.52233333333333,815.735,0.36933333333333335,48.57633333333333,6.723333333333334
3792428,17.9105,12.441999999999998,825.3900000000001,0.368,45.948499999999996,7.3495
3792490,26.472499999999997,23.412999999999997,819.0295,0.3725,41.067499999999995,6.629
3792491,30.215666666666667,29.87133333333333,847.843,0.44166666666666665,38.96866666666667,7.2363333333333335
3792664,0.4937613636363636,12.491454545454545,785.6455000000001,0.3275,56.3885,4.94825
3792665,0.5042727272727272,8.618636363636362,790.7806666666667,0.33722222222222226,57.58888888888888,4.806555555555556
3792666,0.6225,5.341636363636363,790.0625,0.3265,53.632000000000005,4.6145
3792668,3.1937499999999996,4.15,793.1605,0.3335,55.522,5.234500000000001
3792717,5.87425,2.362545454545455,787.9835,0.339,57.9315,5.85675
3793046,4.06475,3.9391428571428575,786.9405,0.33625,52.054,6.48675
3793106,0.6416250000000001,12.11552380952381,780.711,0.3295,54.69575,4.969
3793107,1.5704,21.313952380952383,788.9446,0.3124,56.9582,5.7966
3793110,5.53475,34.60057142857143,791.57975,0.310625,52.797,5.4723749999999995
3793235,10.33025,35.046083333333335,847.1666666666666,0.3738333333333333,65.22216666666667,7.4695
3793236,4.8475,17.54025,853.64825,0.35375,66.27625,6.375249999999999
3793237,3.753,8.78733333333333,817.7755,0.278,62.89366666666666,8.495
3793263,2.901,5.2861666666666665,780.225,0.298,58.91033333333333,4.79
3793264,2.556928571428571,1.5873333333333333,787.4408571428572,0.31028571428571433,54.87014285714286,5.223714285714286
3793265,2.583875,3.7124494047619048,784.789125,0.3435,52.4445,5.311875
3793445,3.5795,29.649500000000003,792.64825,0.36375,53.661,5.4375
3793446,5.565,49.97557142857143,792.394,0.313,57.512,5.234
3793938,47.9885,82.922,861.0375,0.5145,35.323499999999996,7.6825
3793940,17.371,26.828000000000003,819.0051666666667,0.39799999999999996,48.240833333333335,8.0935
3794329,11.521,17.1455,812.8655,0.3685,47.674499999999995,5.622
3794438,18.432916666666667,34.2125,815.8782500000001,0.4030833333333333,37.25333333333334,7.804166666666667
3794595,4.319749999999999,46.72675,788.2885,0.3385,52.7115,4.2755
3794596,10.514,51.55133333333333,788.3576666666668,0.3443333333333333,54.07933333333333,4.501333333333333
3796355,19.398,55.411,826.924,0.409,49.785,6.934
3807227,20.9618,9.7884,823.8878000000001,0.36239999999999994,41.6552,5.2582
3807637,19.2758,10.72655,799.2684,0.3718,40.0144,5.9952
3808001,25.572,101.583,837.842,0.474,25.254,9.084
3808018,8.378924242424242,16.678863636363637,799.0601818181818,0.3258787878787879,56.99451515151515,4.76430303030303
3809961,17.37375,28.343,822.6759999999999,0.4085,45.823499999999996,6.13775
3809965,14.478,26.262,814.738,0.426,54.5985,12.478
3809966,8.557,18.331,786.011,0.3393333333333333,62.90200000000001,4.997333333333334
3809969,10.129125,9.237125,793.31225,0.36975,46.639250000000004,5.462
3809970,1.7993333333333332,6.136125,784.961,0.326,52.03825,4.39925
3809971,2.427083333333333,3.035125,792.0587499999999,0.3605,65.9255,4.8557500000000005
3809972,2.953111111111111,0.9983333333333334,794.0116666666667,0.3539999999999999,55.019666666666666,4.476333333333334
3809973,2.2017499999999997,1.5334285714285716,799.0242499999999,0.3565,55.89375,5.57475
3809974,3.9123999999999994,3.592890476190476,809.174,0.33240000000000003,52.4918,4.434
3809975,3.007032967032967,2.612333333333334,797.3994615384615,0.32853846153846156,54.86146153846153,4.791846153846153
3809978,14.457857142857144,1.0056666666666667,788.3269999999999,0.3273333333333333,64.78733333333334,5.4959999999999996
3809980,12.558,0.6494444444444444,811.5163333333334,0.36766666666666664,48.83233333333334,4.466666666666666
3809981,16.5935,0.8084999999999999,804.67675,0.366,48.443,4.6505
3810270,13.944,0.922111111111111,781.63,0.319,56.544,3.927
3810271,9.991333333333333,2.0977839506172837,804.5531111111111,0.39444444444444443,46.20144444444444,6.313111111111111
3810272,16.96,40.398,839.977,0.419,50.172,5.858
3810568,5.060277777777777,15.351500000000003,796.3989444444445,0.37627777777777777,51.69,5.229722222222223
3810573,17.5475,60.48400000000001,781.7435,0.34550000000000003,61.7905,4.639
3810574,31.267,68.893,847.726,0.471,46.675,6.263
3811144,8.10675,53.856500000000004,794.9085,0.3255,58.9785,3.827
3818298,31.899,38.82,863.928,0.54,29.582,6.749
3818299,25.646782608695652,13.116130434782608,831.4766086956522,0.41352173913043483,32.73204347826087,6.881173913043478
3818324,34.039,37.1015,852.969,0.509,40.8905,7.207
3818325,12.562,40.932,835.935,0.349,46.675,8.225
3818326,43.928333333333335,31.482,861.938,0.4546666666666666,29.027666666666665,6.743333333333333
3818434,21.288,14.445333333333332,808.311,0.3383333333333334,41.20033333333333,5.322
3818440,43.593375,61.532125,847.87175,0.431125,35.4965,7.744125
3818443,19.734666666666666,15.154666666666666,826.6986666666667,0.4073333333333333,43.35033333333334,7.272333333333333
3818451,14.317,42.298,816.159,0.401,52.671,7.388
3818460,8.7934,8.357800000000001,796.0674,0.3498,53.232600000000005,6.4158
3818461,8.564125,4.41575,803.41525,0.3615,56.2605,6.938000000000001
3818487,11.845,7.575,797.7846666666666,0.3053333333333333,63.991666666666674,4.052666666666666
3818568,13.245999999999999,5.018750000000001,796.7585,0.323,50.1265,4.5005
3818576,7.397555555555556,6.230083333333334,806.4796666666666,0.36666666666666664,44.760555555555555,6.892888888888889
3818636,11.491714285714286,14.96210714285714,817.9417142857144,0.4082857142857143,42.44114285714286,7.721428571428571
3818655,9.608,16.254,812.388,0.343,39.573,9.18
3818656,19.837333333333333,15.299666666666667,822.5696666666666,0.39283333333333337,39.674,7.749666666666666
3818670,17.89,21.553,826.0805,0.40775,44.7115,5.83125
3819294,59.21233333333333,115.516,882.151,0.4583333333333333,31.248,12.195
3819300,21.234882352941177,20.468882352941176,805.5768823529412,0.39905882352941174,47.111117647058826,6.114
3819301,44.197,43.011,838.627,0.446,35.71,7.164
3819304,39.558,49.185,845.075,0.512,37.907,6.189
3819305,29.85557142857143,17.264,814.7272857142858,0.4308571428571429,37.649,5.709714285714286
3819338,40.643,52.406,810.206,0.473,52.892,8.203
3819413,52.339,84.2045,895.233,0.4485,38.4625,11.00625
3819414,33.998285714285714,27.800857142857144,828.2564285714286,0.3647142857142857,40.31914285714286,6.944571428571429
3819444,43.1136,18.2632,862.6466,0.44960000000000006,33.9782,8.923
3936648,27.529,12.201999999999998,826.264,0.3945,42.902,6.493
3936649,25.523,11.759,822.812,0.431,46.899,6.416
3936650,16.1375,4.72003125,815.83775,0.386,49.088750000000005,5.31275
3936651,5.955333333333333,2.5575,810.9203333333334,0.38633333333333336,52.718999999999994,5.708000000000001
3936652,14.52225,1.61864375,814.04675,0.371,46.71325,5.96575
3936660,12.549,4.1756,806.4266666666667,0.36599999999999994,45.94333333333333,5.621333333333333
3957125,13.4275,6.907,805.29775,0.36924999999999997,49.079,5.93275
3957127,14.022200000000002,7.822,804.216,0.3914,46.1494,5.5161999999999995
3957129,31.062,4.772,859.217,0.509,35.577,6.991
3957132,4.1446,7.272,804.6272,0.34819999999999995,48.5334,6.6402
3957136,22.11025,6.07175,821.1447499999999,0.4015,40.10425,6.01175
3957139,16.997,10.145,811.867,0.455,45.106,6.873
4074523,42.939,12.999,857.058,0.416,21.146,8.034
4074526,8.583833333333333,11.575083333333334,801.2598333333334,0.3521666666666667,48.63616666666667,6.355333333333333
4074527,18.794,9.3375,828.9781999999999,0.3888,42.8454,5.9399999999999995
4074528,23.67375,10.816,844.13625,0.441,41.63275,7.33075
4074529,22.801000000000002,15.84825,834.45925,0.3925,39.56775,7.20275
4074531,22.665000000000003,7.645499999999999,835.3003333333332,0.3826666666666667,42.568999999999996,6.408666666666666
4074533,33.846,14.336,834.288,0.423,41.57,7.436
4074537,21.336840000000002,14.22374,831.2194400000001,0.37984,40.68248,9.71828
