u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,ref,geometry,access,width,tunnel,service,bridge,junction,est_width
2435556302,4375856643,0,125873172,False,3,South Circular Road,secondary,50,True,15.736,R811,"LINESTRING (-6.2809981 53.331064, -6.2808125 53.3310711, -6.2807639 53.3310803)",,,,,,,
2435556303,2435556302,0,125873172,False,3,South Circular Road,secondary,50,True,8.713,R811,"LINESTRING (-6.2811288 53.3310709, -6.2809981 53.331064)",,,,,,,
2435556303,278524737,0,125873172,False,3,South Circular Road,secondary,50,False,31.838,R811,"LINESTRING (-6.2811288 53.3310709, -6.2811751 53.3310753, -6.2815442 53.3311332, -6.2815935 53.3311409)",,,,,,,
2435556303,2435556297,0,235504390,False,,,service,,True,70.269,,"LINESTRING (-6.2811288 53.3310709, -6.2811714 53.3309854, -6.2813217 53.3308956, -6.2818415 53.330619)",,,,,,,
2435556316,2435556338,0,235504389,False,,,service,,True,47.522,,"LINESTRING (-6.2809939 53.331217, -6.2811484 53.33145, -6.2812722 53.331489, -6.2813807 53.331505, -6.2814237 53.3315113)",,,,,,,
2435556338,278524737,0,25553733,False,2,Dufferin Avenue,tertiary,30,False,42.715999999999994,,"LINESTRING (-6.2814237 53.3315113, -6.281564 53.33122, -6.2815787 53.3311806, -6.2815935 53.3311409)",,,,,,,
2435556338,2374666428,0,25553733,False,2,Dufferin Avenue,tertiary,30,True,8.884,,"LINESTRING (-6.2814237 53.3315113, -6.2814145 53.3315303, -6.2813676 53.3315835)",,,,,,,
2435556338,2435556316,0,235504389,False,,,service,,False,47.522,,"LINESTRING (-6.2814237 53.3315113, -6.2813807 53.331505, -6.2812722 53.331489, -6.2811484 53.33145, -6.2809939 53.331217)",,,,,,,
2435556347,2435556373,0,235504391,False,,,service,,False,58.583,,"LINESTRING (-6.2868676 53.3318082, -6.2867315 53.3317797, -6.286659 53.3317828, -6.2866395 53.3318177, -6.2863987 53.3321483)",,,,,,,
2435556373,4375856669,0,71423403,False,3,South Circular Road,secondary,50,True,6.882,R811,"LINESTRING (-6.2863987 53.3321483, -6.2863017 53.3321265)",,,,,,,
2435556373,307480460,0,"[71423403, 914090485]",False,3,South Circular Road,secondary,50,False,37.887,R811,"LINESTRING (-6.2863987 53.3321483, -6.286475 53.3321655, -6.2869247 53.3322802)",,,,,,,
2435556373,2435556347,0,235504391,False,,,service,,True,58.583,,"LINESTRING (-6.2863987 53.3321483, -6.2866395 53.3318177, -6.286659 53.3317828, -6.2867315 53.3317797, -6.2868676 53.3318082)",,,,,,,
2435830509,3645616993,0,13873188,True,1,Charlemont Mall,residential,30,False,52.304,,"LINESTRING (-6.2620012 53.3303383, -6.2621767 53.3303336, -6.2627871 53.3303075)",,,,,,,
2435830509,2435830545,0,235543460,False,,,service,,False,7.039,,"LINESTRING (-6.2620012 53.3303383, -6.2620018 53.3303763, -6.2620021 53.3304016)",,,,,,,
2435830545,2435830509,0,235543460,False,,,service,,True,7.039,,"LINESTRING (-6.2620021 53.3304016, -6.2620018 53.3303763, -6.2620012 53.3303383)",,,,,,,
2435830833,2435831199,0,235543456,False,,,service,,True,127.21100000000001,,"LINESTRING (-6.2771236 53.3310312, -6.2770687 53.3310437, -6.2769929 53.3310562, -6.2769328 53.3310812, -6.2768727 53.331206, -6.2768544 53.331256, -6.2768074 53.3313231, -6.2766793 53.3317367, -6.2767002 53.3317867, -6.2767891 53.3318226, -6.276891 53.3318382, -6.2770034 53.331821, -6.2771393 53.3317695)",,,,,,,
2435831177,2435831199,0,235543458,False,,,service,,False,25.286,,"LINESTRING (-6.2774477 53.3316649, -6.2771471 53.3317352, -6.2771393 53.3317695)",,,,,,,
2435831199,2435830833,0,235543456,False,,,service,,False,127.21099999999998,,"LINESTRING (-6.2771393 53.3317695, -6.2770034 53.331821, -6.276891 53.3318382, -6.2767891 53.3318226, -6.2767002 53.3317867, -6.2766793 53.3317367, -6.2768074 53.3313231, -6.2768544 53.331256, -6.2768727 53.331206, -6.2769328 53.3310812, -6.2769929 53.3310562, -6.2770687 53.3310437, -6.2771236 53.3310312)",,,,,,,
2435831199,2435831226,0,235543458,False,,,service,,False,15.838999999999999,,"LINESTRING (-6.2771393 53.3317695, -6.277177 53.3318379, -6.2772139 53.3319048)",,,,,,,
2435831199,2435831177,0,235543458,False,,,service,,True,25.286,,"LINESTRING (-6.2771393 53.3317695, -6.2771471 53.3317352, -6.2774477 53.3316649)",,,,,,,
2435831226,1397022507,0,125873172,False,3,South Circular Road,secondary,50,False,43.701,R811,"LINESTRING (-6.2772139 53.3319048, -6.2778384 53.3317808)",,,,,,,
2435831226,1397022510,0,125873172,False,3,South Circular Road,secondary,50,True,18.789,R811,"LINESTRING (-6.2772139 53.3319048, -6.2769454 53.3319581)",,,,,,,
2435831226,2435831199,0,235543458,False,,,service,,True,15.838999999999999,,"LINESTRING (-6.2772139 53.3319048, -6.277177 53.3318379, -6.2771393 53.3317695)",,,,,,,
2444639949,2399584186,0,5825858,False,2,Blackhorse Avenue,secondary,50,True,14.772,R806,"LINESTRING (-6.2944328 53.3561772, -6.2946502 53.3562057)",,,,,,,
2444639949,2444639954,0,469074871,False,2,Phoenix Manor,residential,50,True,15.097,,"LINESTRING (-6.2944328 53.3561772, -6.2943855 53.35631)",,,,,,,
2444639949,16157061,0,5825858,False,2,Blackhorse Avenue,secondary,50,False,60.544000000000004,R806,"LINESTRING (-6.2944328 53.3561772, -6.294101 53.356135, -6.2935444 53.3560537)",,,,,,,
2444639954,2444639949,0,469074871,False,2,Phoenix Manor,residential,50,False,15.097,,"LINESTRING (-6.2943855 53.35631, -6.2944328 53.3561772)",,,,,,,
2448470931,2448470991,0,236885399,True,,,service,30,False,203.256,,"LINESTRING (-6.3070453 53.3542392, -6.307016 53.3541156, -6.3070355 53.3540546, -6.3070964 53.3540211, -6.3071695 53.3540197, -6.307318 53.3540967, -6.3077491 53.3542276, -6.308017 53.3543526, -6.3082192 53.3544994, -6.308431 53.3545692, -6.3089133 53.3547058, -6.3089717 53.3547538, -6.3089839 53.3548148, -6.3089668 53.3548788, -6.3088987 53.3549704)",,,,,,,
2448470931,2448470991,1,236885404,True,,,service,30,False,150.44900000000004,,"LINESTRING (-6.3070453 53.3542392, -6.3071695 53.3542508, -6.3077394 53.3544543, -6.3079951 53.354607, -6.3082752 53.3547189, -6.3088012 53.3548788, -6.308884 53.3549311, -6.3088987 53.3549704)",,,,,,,
2448470943,2448470931,0,236885399,True,,,service,30,False,25.386,,"LINESTRING (-6.3070891 53.354466, -6.3070453 53.3542392)",,,,,,,
2448470943,2448470965,0,236885397,True,,,service,30,False,61.290000000000006,,"LINESTRING (-6.3070891 53.354466, -6.3072742 53.354495, -6.3076614 53.3546491, -6.3078295 53.3547727)",,,,,,,
2448470957,2448470965,0,236885402,False,,,service,30,True,49.881,,"LINESTRING (-6.307207 53.354692, -6.307603 53.3548395, -6.3076761 53.3548541, -6.3077491 53.3548279, -6.3078295 53.3547727)",,,,,,,
2448470965,2448470998,0,236885397,True,,,service,30,False,65.031,,"LINESTRING (-6.3078295 53.3547727, -6.308129 53.3548846, -6.308375 53.35495, -6.3084651 53.3549471, -6.3085455 53.35495, -6.3085869 53.3549776, -6.3085845 53.3550053, -6.3085358 53.3550416)",,,,,,,
2448470965,2448470957,0,236885402,False,,,service,30,False,49.881,,"LINESTRING (-6.3078295 53.3547727, -6.3077491 53.3548279, -6.3076761 53.3548541, -6.307603 53.3548395, -6.307207 53.354692)",,,,,,,
2448470991,2448470998,0,236885399,True,,,service,30,False,29.205,,"LINESTRING (-6.3088987 53.3549704, -6.3088597 53.3550227, -6.3087988 53.3550532, -6.3087355 53.3550561, -6.3085358 53.3550416)",,,,,,,
2448470998,676789597,0,236885399,True,,,service,30,False,120.29300000000002,,"LINESTRING (-6.3085358 53.3550416, -6.3071768 53.3549297, -6.3071281 53.3549079, -6.307111 53.3548759, -6.3070942 53.3547564, -6.3070839 53.3546835)",,,,,,,
2454609633,4634904009,0,237581109,False,2,,residential,30,False,16.898,,"LINESTRING (-6.2713922 53.3380314, -6.2711429 53.3380008)",,,,,,,
2454609666,544457878,0,43321720,False,2,Cathedral Lane,residential,30,False,61.315000000000005,,"LINESTRING (-6.2707781 53.3379834, -6.2708002 53.3375685, -6.2707771 53.3375164, -6.2707699 53.3374341)",,,,,,,
2454609666,32176232,0,43321720,False,2,Cathedral Lane,residential,30,True,41.788,,"LINESTRING (-6.2707781 53.3379834, -6.2707711 53.3381146, -6.2707641 53.3382537, -6.2707238 53.3383563)",,,,,,,
2454609666,4634904009,0,237581109,False,2,,residential,30,True,24.298,,"LINESTRING (-6.2707781 53.3379834, -6.2710524 53.337996, -6.2711429 53.3380008)",,,,,,,
2456961307,3577629913,0,14151852,False,,,service,30,False,24.347,,"LINESTRING (-6.2655087 53.3380477, -6.265142 53.3380483)",,,,,,,
2458604296,267888923,0,121249650,False,2,South Circular Road,secondary,50,False,26.695,R111,"LINESTRING (-6.3082545 53.3463358, -6.3082699 53.3465757)",,,,,,,
2458604296,267888914,0,121249650,False,2,South Circular Road,secondary,50,True,10.315,R111,"LINESTRING (-6.3082545 53.3463358, -6.3082485 53.3462431)",,,,,,,
2458604296,4303468051,0,238000831,False,,Waterloo Avenue,pedestrian,,True,25.052,,"LINESTRING (-6.3082545 53.3463358, -6.3081597 53.346336, -6.3078771 53.3463365)",,,,,,,
2458604302,5733881068,0,238000831,False,,Waterloo Avenue,pedestrian,,False,6.678,,"LINESTRING (-6.3046655 53.3463564, -6.3047128 53.3463561, -6.3047661 53.3463559)",,,,,,,
2458604307,5733881042,0,238000832,False,,,service,,False,8.134,,"LINESTRING (-6.3075876 53.346016, -6.3077101 53.3460141)",,,,,,,
2458604324,267888914,0,121249650,False,2,South Circular Road,secondary,50,False,26.421,R111,"LINESTRING (-6.3082251 53.3460059, -6.3082485 53.3462431)",,,,,,,
2458604324,4510305952,0,121249650,False,2,South Circular Road,secondary,50,True,25.196,R111,"LINESTRING (-6.3082251 53.3460059, -6.3082084 53.3458362, -6.3082028 53.3457797)",,,,,,,
2458604324,4303468052,0,238000832,False,,,service,,True,24.357000000000003,,"LINESTRING (-6.3082251 53.3460059, -6.3081216 53.3460075, -6.3078583 53.3460117)",,,,,,,
2461937024,6697430453,0,612719551,False,2,Mespil Road,secondary,50,False,4.642,R111,"LINESTRING (-6.2501219 53.332576, -6.2500594 53.3325947)",,,,,,,
2461937024,6088993085,0,612719551,False,2,Mespil Road,secondary,50,True,17.893,R111,"LINESTRING (-6.2501219 53.332576, -6.2503651 53.3325067)",,,,,,,
2461937024,6697430451,0,712318594,False,,,service,,False,23.601,,"LINESTRING (-6.2501219 53.332576, -6.2500836 53.3325259, -6.2499729 53.3323833)",,,,driveway,,,
2465416009,2390587425,0,238740928,False,1,Clarendon Row,unclassified,30,False,10.835,,"LINESTRING (-6.2627396 53.3405401, -6.2626706 53.3406284)",,,,,,,
2465416054,389701,0,37883350,True,3,Leeson Street Upper,secondary,50,False,14.822,R138,"LINESTRING (-6.2516242 53.3312024, -6.2515125 53.3311793, -6.2514286 53.3311416)",,,,,,,
2465416054,2623600002,0,440238883,True,1,Sussex Terrace,tertiary,30,False,23.286,,"LINESTRING (-6.2516242 53.3312024, -6.2515072 53.3312745, -6.2514981 53.331311, -6.2514574 53.3313789)",,,,,,,
2465416138,658429,0,485429431,True,,,cycleway,,False,53.248,,"LINESTRING (-6.2579191 53.3363902, -6.2575887 53.336293, -6.2573268 53.3362216, -6.2572592 53.3361445)",,,,,,,
2465416138,4978345068,0,963753639,True,1,St. Stephen's Green,secondary,30,False,55.556,R110,"LINESTRING (-6.2579191 53.3363902, -6.2575382 53.3363332, -6.2574413 53.3363459, -6.2573329 53.3363762, -6.2571724 53.3364705)",,,,,,,
2465475120,2373587316,0,1004593724,True,2,Dolphin's Barn,secondary,50,False,28.409,R110,"LINESTRING (-6.2915389 53.333299, -6.2918204 53.3331066)",,,,,,,
2465475275,2465475120,0,238747875,True,1,Dolphin's Barn,secondary,50,False,32.162,R110,"LINESTRING (-6.2910587 53.3332851, -6.2911721 53.3332981, -6.2912767 53.3333077, -6.2913228 53.3333077, -6.2914162 53.3333077, -6.2915389 53.333299)",,,,,,,
2465475275,2389808014,0,563920586,False,3,South Circular Road,secondary,50,False,25.563,R811,"LINESTRING (-6.2910587 53.3332851, -6.2911734 53.3333621, -6.2912109 53.333385, -6.2913219 53.3334528)",,,,,,,
2465475275,32475557,0,"[369214165, 937860542]",False,3,South Circular Road,secondary,50,True,3.616,R811,"LINESTRING (-6.2910587 53.3332851, -6.2910504 53.3332796, -6.2910225 53.3332608)",,,,,,,
2467731190,2601639177,0,12342182,False,,,service,,False,16.301,,"LINESTRING (-6.2454171 53.3520739, -6.2456609 53.3520916)",,,,,,,
2467731190,2601639174,0,12342182,False,,,service,,True,15.602,,"LINESTRING (-6.2454171 53.3520739, -6.245186 53.3520482)",,,,,,,
2467731190,2601639188,0,254369236,True,,,service,,False,59.441,,"LINESTRING (-6.2454171 53.3520739, -6.2449181 53.3525178)",,,,parking_aisle,,,
2467731191,4128457808,0,12342182,False,,,service,,True,88.14399999999999,,"LINESTRING (-6.2475407 53.3520951, -6.2474599 53.352032, -6.2472651 53.3519573, -6.2470346 53.3519395, -6.2468737 53.3519656, -6.2466789 53.352013, -6.2463519 53.3520938)",,,,,,,
2468731951,224035897,0,746095256,False,3,James's Street,secondary,50,False,24.568,R810,"LINESTRING (-6.2887223 53.343445, -6.2883533 53.3434619)",,,,,,,
2468731951,9667731508,0,239059343,False,1,,service,,False,28.738999999999997,,"LINESTRING (-6.2887223 53.343445, -6.2887422 53.3435077, -6.2887623 53.3435709, -6.2888005 53.3436992)",,,,,,,
2468731951,3124320326,0,746095256,False,3,James's Street,secondary,50,True,55.866,R810,"LINESTRING (-6.2887223 53.343445, -6.288927 53.343429, -6.2893758 53.3433973, -6.2895512 53.3433658)",,,,,,,
2468753164,2468753346,0,239060935,False,,,service,,True,12.56,,"LINESTRING (-6.297787 53.3569059, -6.2977036 53.3570073)",,,,,,,
2468753346,2468753164,0,239060935,False,,,service,,False,12.56,,"LINESTRING (-6.2977036 53.3570073, -6.297787 53.3569059)",,,,,,,
2468753346,377095277,0,1087263783,False,2,Blackhorse Avenue,secondary,50,True,25.579,R806,"LINESTRING (-6.2977036 53.3570073, -6.298044 53.3571152)",,,,,,,
2468753346,15482551,0,1087263783,False,2,Blackhorse Avenue,secondary,50,False,99.462,R806,"LINESTRING (-6.2977036 53.3570073, -6.2964916 53.3566231, -6.29638 53.3565877)",,,,,,,
2468942558,2468942564,0,239079827,True,,Bride Road,tertiary_link,30,False,16.948999999999998,,"LINESTRING (-6.2700832 53.3415753, -6.2701476 53.3415, -6.2701962 53.3414775, -6.2702365 53.3414577)",,,,,,,
2468942558,2468942562,0,"[5200620, 876245198]",True,"['1', '2']",Bride Street,tertiary,30,False,25.293999999999997,,"LINESTRING (-6.2700832 53.3415753, -6.2700884 53.341483, -6.2700885 53.3414167, -6.2700855 53.3413479)",,,,,,,
2468942562,389356,0,360313823,False,2,Bride Street,tertiary,30,False,31.815,,"LINESTRING (-6.2700855 53.3413479, -6.2700802 53.3410618)",,,,,,,
2468942562,2468942564,0,239079826,True,1,Bride Road,tertiary_link,30,False,15.896,,"LINESTRING (-6.2700855 53.3413479, -6.2701375 53.341394, -6.2701395 53.3413957, -6.2701697 53.3414212, -6.2702365 53.3414577)",,,,,,,
2468942564,4877121843,0,6192171,True,2,Bride Road,tertiary,30,False,96.83200000000001,,"LINESTRING (-6.2702365 53.3414577, -6.2714645 53.3414761, -6.2716946 53.3414795)",,,,,,,
2469259146,6204193901,0,29561733,False,2,North Circular Road,secondary,50,False,59.272,R101,"LINESTRING (-6.2979332 53.3523159, -6.2973133 53.3526996)",,,,,,,
2469259146,117707333,0,29561733,False,2,North Circular Road,secondary,50,True,16.921,R101,"LINESTRING (-6.2979332 53.3523159, -6.2979735 53.3522867, -6.2980982 53.3521999)",,,,,,,
2469259146,2469259330,0,"[608158683, 239123415]",False,,,service,,True,285.777,,"LINESTRING (-6.2979332 53.3523159, -6.2980014 53.3523594, -6.2980038 53.3523817, -6.2983537 53.3525858, -6.2984248 53.3526413, -6.2984543 53.352683, -6.2984489 53.3527454, -6.2984489 53.3527886, -6.298465 53.3528335, -6.2986823 53.3530512, -6.2988368 53.3532172, -6.2989505 53.3533394, -6.2991785 53.3535603, -6.2992241 53.3535795, -6.2992536 53.3535795, -6.2993555 53.3535491, -6.2995138 53.3534995, -6.2995942 53.3534995, -6.2996417 53.3535003, -6.2996935 53.3535011, -6.2998893 53.3535107, -6.2999341 53.3535301, -6.2999993 53.3535139, -6.3000931 53.3534866, -6.3007825 53.3532545, -6.3008266 53.3532497)",no,,,,,,
2469259186,2392040753,0,132081507,False,,North Road,unclassified,30,False,125.50399999999999,,"LINESTRING (-6.3026118 53.3546073, -6.3024194 53.3540988, -6.302149 53.3537283, -6.302048 53.3536238, -6.3019756 53.3535534)",,,,,,,
2469259186,1227207666,0,132081507,False,,North Road,unclassified,30,True,51.708,,"LINESTRING (-6.3026118 53.3546073, -6.3026142 53.3546136, -6.3027457 53.3550654)",,,,,,,
2469259186,2469259291,0,"[239123416, 608158682]",False,,,service,30,True,136.19899999999998,,"LINESTRING (-6.3026118 53.3546073, -6.302423 53.3546538, -6.302341 53.3545218, -6.3021826 53.3542423, -6.3020512 53.3540566, -6.3018983 53.3538324, -6.3017469 53.353628)",,,,,,,
2469259291,2392040848,0,608158688,False,,,service,30,True,6.97,,"LINESTRING (-6.3017469 53.353628, -6.3016574 53.3536608)",,,,,,,
2469259291,2469259186,0,"[239123416, 608158682]",False,,,service,30,False,136.199,,"LINESTRING (-6.3017469 53.353628, -6.3018983 53.3538324, -6.3020512 53.3540566, -6.3021826 53.3542423, -6.302341 53.3545218, -6.302423 53.3546538, -6.3026118 53.3546073)",,,,,,,
2469259291,11853388,0,239123416,False,,,service,,True,160.45699999999997,,"LINESTRING (-6.3017469 53.353628, -6.301311 53.3532395, -6.3011447 53.3531034, -6.3009193 53.3529647, -6.3007585 53.3528408, -6.3005251 53.3526983, -6.3003213 53.3525831, -6.3003415 53.3525403, -6.3003742 53.3524989)",,,,,,,
2469259291,2392040753,0,608158688,False,,,service,30,False,17.304000000000002,,"LINESTRING (-6.3017469 53.353628, -6.3018898 53.353579, -6.3019756 53.3535534)",,,,,,,
2469259330,2469259146,0,"[608158683, 239123415]",False,,,service,,False,285.77700000000004,,"LINESTRING (-6.3008266 53.3532497, -6.3007825 53.3532545, -6.3000931 53.3534866, -6.2999993 53.3535139, -6.2999341 53.3535301, -6.2998893 53.3535107, -6.2996935 53.3535011, -6.2996417 53.3535003, -6.2995942 53.3534995, -6.2995138 53.3534995, -6.2993555 53.3535491, -6.2992536 53.3535795, -6.2992241 53.3535795, -6.2991785 53.3535603, -6.2989505 53.3533394, -6.2988368 53.3532172, -6.2986823 53.3530512, -6.298465 53.3528335, -6.2984489 53.3527886, -6.2984489 53.3527454, -6.2984543 53.352683, -6.2984248 53.3526413, -6.2983537 53.3525858, -6.2980038 53.3523817, -6.2980014 53.3523594, -6.2979332 53.3523159)",no,,,,,,
2473982643,2876012532,0,1137883523,False,,Wilton Place,unclassified,30,False,107.84899999999999,,"LINESTRING (-6.2488782 53.3342743, -6.2488135 53.3343034, -6.2487457 53.3343034, -6.2476225 53.3339432, -6.2475245 53.333901, -6.2474824 53.3338606)",,,,,,,
2477945917,2477945963,0,240027179,False,,,service,,False,7.186,,"LINESTRING (-6.2779602 53.3315566, -6.2780622 53.331535)",,,,,,,
2477945917,2477946059,0,240027173,True,,,service,,False,165.65200000000004,,"LINESTRING (-6.2779602 53.3315566, -6.2778004 53.3315901, -6.2775718 53.3312395, -6.2773384 53.3308967, -6.2770782 53.3304866, -6.2770863 53.330469, -6.2771212 53.3304498, -6.2772445 53.330429, -6.2773438 53.330413, -6.2773714 53.3304031)",,,,,,,
2477945935,1397022505,0,125873172,False,3,South Circular Road,secondary,50,False,41.061,R811,"LINESTRING (-6.2781613 53.3317138, -6.278747 53.3315954)",,,,,,,
2477945935,2477946041,0,125873172,False,3,South Circular Road,secondary,50,True,7.141,R811,"LINESTRING (-6.2781613 53.3317138, -6.2780595 53.3317345)",,,,,,,
2477945938,2477945963,0,240027180,True,,,service,,False,2.766,,"LINESTRING (-6.2781011 53.3315261, -6.2780622 53.331535)",,,,,,,
2477945963,2477945917,0,240027179,False,,,service,,True,7.186,,"LINESTRING (-6.2780622 53.331535, -6.2779602 53.3315566)",,,,,,,
2477945963,2477945935,0,240027180,True,,,service,,False,20.942,,"LINESTRING (-6.2780622 53.331535, -6.2781081 53.3316178, -6.2781613 53.3317138)",,,,,,,
2477945972,4852849895,0,493365578,False,,,service,,False,13.571,,"LINESTRING (-6.2745802 53.3326645, -6.2746028 53.3325432)",,,,,,,
2477945972,2477946102,0,240027176,False,,,service,,False,24.62,,"LINESTRING (-6.2745802 53.3326645, -6.2745489 53.3328076, -6.274548 53.3328847)",permissive,,,,,,
2477945972,2477946086,0,240027176,False,,,service,,True,32.008,,"LINESTRING (-6.2745802 53.3326645, -6.2745212 53.3326589, -6.2741027 53.3326252)",permissive,,,,,,
