start,end,distance_shortest_route,distance_green_route,pollutant_saving_p,extra_distance_p
POINT (-6.284842483352594 53.34461879173431),POINT (-6.290801610522877 53.34734397185756),1792.949,1792.949,0.0,0.0
POINT (-6.272197102349777 53.34769635370262),POINT (-6.2929196916513765 53.35706269177935),2311.299,2352.486,1.827495261566131,1.7507861895883716
POINT (-6.283746886769377 53.33642363168654),POINT (-6.267262382652942 53.33936884156406),1441.1200000000001,1517.182,11.412572978986327,5.013373477934743
POINT (-6.253311147170035 53.35848771681168),POINT (-6.278809879085876 53.34574716605644),2706.580000000001,2994.809,17.3350175383631,9.62428655717274
POINT (-6.2386635631764795 53.34605382831716),POINT (-6.265228798679433 53.3501711256317),2234.7950000000005,2301.6800000000003,2.559030950650764,2.90592089256542
POINT (-6.301798154335435 53.35339676586373),POINT (-6.2589409318340214 53.33662709206542),3982.6610000000005,5098.787,26.526160416628596,21.8900299228032
POINT (-6.277077307668469 53.3452750339264),POINT (-6.260744167246113 53.35742735384358),2477.196,3074.7030000000004,34.714808239950564,19.43299889452739
POINT (-6.25898995897228 53.33664022626568),POINT (-6.300174981277487 53.33212094433176),3267.899,3733.4620000000004,15.605473270466899,12.470007730090744
POINT (-6.297398365824975 53.35264694673811),POINT (-6.278984093453331 53.35346009915621),1907.8439999999996,2033.3129999999999,10.415330686690556,6.170668264059703
POINT (-6.249729261238968 53.34903475584018),POINT (-6.300279550282103 53.336963245890104),4232.719,4670.536000000001,6.93447977340704,9.374020455039867
POINT (-6.2944623719114325 53.33400694785285),POINT (-6.2880890362235515 53.35795204612261),4058.452,5336.254000000002,6.277769935174171,23.94567425013879
POINT (-6.242078334941468 53.347601385633524),POINT (-6.244322239024321 53.34001304381839),1111.1870000000001,1257.5729999999996,12.84598336195237,11.640358054761
POINT (-6.307289127721224 53.3373975046747),POINT (-6.297040859949384 53.33584276613825),1389.7119999999998,1451.026,55.58916974356599,4.225561774909637
POINT (-6.264138336271721 53.34919704911927),POINT (-6.277941944405111 53.33175911702417),2563.3190000000004,3049.5510000000004,15.103486925355064,15.944380008729151
POINT (-6.270818784115383 53.33362019655097),POINT (-6.266811828655547 53.34915858037785),2408.5260000000007,3230.502000000001,4.350751179087897,25.444218886105002
POINT (-6.250470909875518 53.3451094387765),POINT (-6.245906596145929 53.33433201612651),1854.0109999999997,2030.9600000000005,11.57236196519425,8.712579272856221
POINT (-6.259691262191918 53.35336758387739),POINT (-6.262558435694269 53.33752372784242),2552.689999999999,2854.1620000000003,19.198827161561525,10.562539897875492
POINT (-6.291821132780961 53.33322840814507),POINT (-6.243567818302786 53.348826197207615),4311.27,4732.259000000002,12.7924559024824,8.89615297894729
POINT (-6.263755410215652 53.356255789188886),POINT (-6.303872017761195 53.34796085954607),3517.8139999999985,3642.752999999999,19.207641900934068,3.429796091033357
POINT (-6.247424724495237 53.348029500438706),POINT (-6.270850551401102 53.33613034059436),2688.390999999999,4690.370000000001,26.83610056004784,42.682752106976665
POINT (-6.2775049721021 53.34015871717144),POINT (-6.305686714177679 53.336314653629394),2622.1309999999994,2890.5909999999994,16.880916200934443,9.287374104465146
POINT (-6.255524937139019 53.356870075060904),POINT (-6.263840037847733 53.345901875524206),1751.051,2013.763,17.112376896079976,13.045825154201362
POINT (-6.29890545985374 53.359258859693725),POINT (-6.292671484553937 53.331041910016225),4497.772999999998,4854.699999999999,16.250168316643695,7.352194780315996
POINT (-6.269771621659056 53.35894699208968),POINT (-6.264075530930523 53.33512113158361),3200.8939999999993,4102.06,17.089367304396003,21.968620644261687
POINT (-6.30674397483992 53.35692944279951),POINT (-6.274185455159724 53.339274214203044),3649.354,3870.9720000000016,27.46451527010062,5.725125369028804
POINT (-6.255683574792527 53.33929736123992),POINT (-6.250318665299052 53.338068092126974),552.1080000000001,699.3600000000001,3.0972376011701295,21.055250514756352
POINT (-6.2758506200208055 53.34007599466917),POINT (-6.267798582225552 53.33202503025934),1374.819,1488.2520000000002,11.966909589398101,7.621894679126935
POINT (-6.277510384961485 53.35928273221601),POINT (-6.247233513310426 53.33884725860311),4049.141,4348.956,19.166092108976187,6.8939533993905675
POINT (-6.289139803830597 53.34958940548252),POINT (-6.280293444139867 53.35726329500262),1832.5950000000003,2006.742,11.567561384685467,8.678096137919061
POINT (-6.237647972081108 53.35914400779257),POINT (-6.245907057785718 53.35234925271303),2554.744999999999,2643.992999999999,6.94920384476974,3.375500615924478
POINT (-6.27389075509992 53.35887588766414),POINT (-6.2962996637021496 53.34577884422609),2851.739,2910.993,6.676598946873058,2.035525334482079
POINT (-6.286877691993307 53.3534495268691),POINT (-6.290042292483067 53.349595361956204),658.2479999999999,666.31,7.23394854293339,1.2099473218171741
POINT (-6.242790433626614 53.33386086628614),POINT (-6.279431178795062 53.35343772220247),4481.835999999999,5306.218000000001,22.313847587048834,15.53615022978704
POINT (-6.256846000637554 53.34153454923726),POINT (-6.305644670967537 53.346452888113845),4474.6089999999995,4564.94,12.630504828748178,1.9787992832326413
POINT (-6.2696685465254784 53.34711435463616),POINT (-6.2368813903712645 53.33822600273742),3028.6040000000003,5161.922000000001,28.63130594342418,41.327978222065354
POINT (-6.264501029678679 53.339738407806955),POINT (-6.298499898957043 53.34565648772128),3184.9690000000005,3426.2679999999996,20.704007974870574,7.042618966175416
POINT (-6.280448943389924 53.34917807425189),POINT (-6.264138216939446 53.35564745224186),1991.939,2147.7389999999996,13.003070877008655,7.254140284271018
POINT (-6.264278821728945 53.34705409672886),POINT (-6.259690354969393 53.336853592964225),1838.073,2282.3460000000005,8.523837735898075,19.465628787221583
POINT (-6.273260700423873 53.35069615227714),POINT (-6.2635435200352365 53.331383624116015),2920.6330000000003,3536.3860000000004,16.912788256409122,17.41192844898719
POINT (-6.242463872314891 53.33153030679332),POINT (-6.248635650574158 53.357566516943606),3637.1610000000005,4175.393,25.734093403973848,12.890571019302842
POINT (-6.272861122951457 53.34237006862387),POINT (-6.235736711340595 53.33819553231939),2839.583,4223.236000000001,46.64643588818848,32.76286241166727
POINT (-6.272646272816014 53.35638088535684),POINT (-6.296290276076249 53.35763993077062),2919.7599999999993,2922.0559999999996,0.0,0.0785748117079302
POINT (-6.292941102395571 53.338236980443035),POINT (-6.273419445197034 53.33799127085768),1953.2430000000002,2167.0660000000003,26.987615743323843,9.86693529407965
POINT (-6.239428743795456 53.338362547769535),POINT (-6.267681893700461 53.35762339733293),3453.111,3943.456000000001,28.355630301215278,12.43439764511132
POINT (-6.262195923226388 53.34754590586005),POINT (-6.252477870081714 53.355389446201656),1897.7679999999998,1925.119,7.1933478819818575,1.420743341061
POINT (-6.265698745514781 53.3438550192417),POINT (-6.239270009562181 53.340569122430146),2182.6219999999994,2454.601,24.59066153701435,11.080375181139448
POINT (-6.247292400252194 53.34883432745752),POINT (-6.234948185253047 53.35552569071955),1908.273,2002.5479999999995,13.967525680098422,4.707752323539793
POINT (-6.2501969686622045 53.34690688886217),POINT (-6.2559094176394465 53.338746862386394),1534.7499999999998,2267.535999999999,7.514770329105881,32.31639982783072
POINT (-6.28051778959079 53.34897094943948),POINT (-6.287158991753065 53.33444003284759),2373.9550000000004,2773.3959999999997,4.979162947044668,14.402595229819303
POINT (-6.305455364191972 53.352319409856115),POINT (-6.283299510174275 53.359165539483115),2025.8700000000003,2043.7580000000003,3.6981937118186607,0.8752503965733672
POINT (-6.297160225607371 53.33278609364918),POINT (-6.306899733459061 53.35469258059789),4320.225,4903.666,14.149185772331375,11.898057494127858
POINT (-6.265093489438201 53.33106719411462),POINT (-6.294639553981907 53.348108430886064),3419.432,3557.743,18.95694280923608,3.8876051474207145
POINT (-6.232366111639654 53.344005101586355),POINT (-6.2731791854209815 53.34190882870937),3357.040000000001,3621.301,39.27784870704138,7.297404993398755
POINT (-6.285249920640528 53.35019534131819),POINT (-6.274666403688838 53.3334574329993),2796.1560000000004,3826.132,16.41942317443555,26.919510356673516
POINT (-6.294879998550198 53.33248312613364),POINT (-6.262421961903339 53.35161624436565),3872.670000000001,4396.785000000001,28.16591989088327,11.920414575650156
POINT (-6.258829677267936 53.34016510850793),POINT (-6.266346639042668 53.330347080880514),1986.841,3570.8020000000006,31.04009117464223,44.358690288624246
POINT (-6.278584824318505 53.339815749869814),POINT (-6.266970398795612 53.333675200254746),1696.7119999999998,1827.555,15.266426499625739,7.159456213356112
POINT (-6.286155263850498 53.35884189311115),POINT (-6.264222604045374 53.334040997417624),4086.0179999999996,4813.300999999998,19.73403276815864,15.10985911747465
POINT (-6.307388547093549 53.34522151683484),POINT (-6.262640765530206 53.34801863272218),3850.716,3860.1560000000004,17.263424624929808,0.2445497021364035
POINT (-6.261623410178061 53.33091009361163),POINT (-6.241809341243459 53.339599983154145),2071.1549999999997,2083.999,47.86877554620914,0.6163150750072361
POINT (-6.23371317814951 53.340124079200294),POINT (-6.264782625135078 53.346310787954366),2817.9300000000003,3063.932,30.255193545685174,8.028964089281338
POINT (-6.232223109706563 53.340080721652505),POINT (-6.243706096123946 53.34643672853044),1370.6169999999997,1377.5659999999998,8.118652735805533,0.5044404406032139
POINT (-6.296222144590282 53.34258788206843),POINT (-6.2538938092987335 53.34155042612173),3085.043,4089.682999999999,20.289171809574704,24.56522913878653
POINT (-6.308109171605838 53.34472374191314),POINT (-6.296423280927741 53.357365693963416),2721.8160000000003,3334.1380000000004,17.00594974881736,18.365226634290483
POINT (-6.249311219496867 53.35778930572001),POINT (-6.2338410769009664 53.341823426451086),2599.888,2918.611000000001,30.992387055178046,10.920365886375428
POINT (-6.261563335177631 53.332264850828125),POINT (-6.306915822250484 53.35222534367217),4605.813,4834.181999999999,25.17977870558533,4.724046384683051
POINT (-6.284266057247863 53.35107150162268),POINT (-6.250616183524752 53.35571229534933),3118.3070000000007,3532.421000000001,15.985553598066893,11.723234574814281
POINT (-6.303357010670718 53.335490182726794),POINT (-6.306578007483799 53.3548110098419),3504.122,4087.5629999999987,16.97949569771885,14.273565936476064
POINT (-6.242317900750833 53.351598163681935),POINT (-6.288958279840441 53.338717182924405),4064.5550000000007,4507.241,9.248369622626981,9.821662520375531
POINT (-6.247320901705812 53.336959662033884),POINT (-6.271015950836031 53.34502233315797),2632.564,3314.793,30.68699693611954,20.581345501815655
POINT (-6.28131506133485 53.35898511397501),POINT (-6.279941115505634 53.344479630641295),2093.044,2254.943,7.424769041020976,7.179738024420144
POINT (-6.233954428769552 53.3501441606491),POINT (-6.268803950311698 53.33552565188177),3890.4089999999997,4883.826999999999,42.89046298257332,20.340974403884488
POINT (-6.241665688087927 53.33978160343536),POINT (-6.253396236859541 53.33266508033247),1340.0730000000003,1467.2830000000001,28.143914884161582,8.669765818863832
POINT (-6.283202496993318 53.34693538073658),POINT (-6.308227485861533 53.33568257250653),2791.8759999999993,2985.0459999999994,31.034796197055933,6.471257059355203
POINT (-6.248080783379425 53.35575301610719),POINT (-6.273504380095309 53.349199248387876),2175.9680000000003,2683.5550000000007,7.789829947374472,18.914723193674075
POINT (-6.233545915674672 53.33597193939524),POINT (-6.262235144183437 53.35248623208564),3226.5039999999995,3622.864000000001,31.512965598346412,10.940515570002113
POINT (-6.296197763786121 53.35687919544278),POINT (-6.2951520998902595 53.335394368284135),3635.192,3895.4049999999993,16.109884785897016,6.679998613751313
POINT (-6.259839654692068 53.357529134381906),POINT (-6.3086551316260895 53.34008597009961),4652.320000000001,5280.539000000001,26.28826517877668,11.89687264879589
POINT (-6.280847500193267 53.35851243655199),POINT (-6.295638634654231 53.34815860750795),1935.5530000000003,2275.516,7.719797559705892,14.940039973351087
POINT (-6.289314379013257 53.357132085798234),POINT (-6.298533109264453 53.34555839687741),2869.1479999999997,3129.955,24.44508177678069,8.332611810712942
POINT (-6.304636760758194 53.34209313142799),POINT (-6.296697486497393 53.33304474976598),1589.8690000000001,1638.152,5.0393242041684125,2.947406589864671
POINT (-6.236497318137483 53.33560829031449),POINT (-6.255002962917117 53.3524735618403),2852.087,3395.8450000000003,24.848066048871,16.01245050937249
POINT (-6.279779545768689 53.334456528572765),POINT (-6.294476225992719 53.34040131394908),2153.617,2489.4660000000003,11.355711968443295,13.490804855338459
POINT (-6.297333145195656 53.34173574738682),POINT (-6.261844071042199 53.344422977203074),2468.9810000000007,3326.9630000000006,14.467689854176951,25.788744870321665
POINT (-6.254247991300715 53.35525794351136),POINT (-6.242052908162319 53.338718638701636),3130.5789999999993,3755.2980000000007,24.595939350261702,16.635670458110148
POINT (-6.26776685362147 53.3416445191678),POINT (-6.244511196735807 53.359430967362755),3223.695000000001,4253.759000000001,28.811725054768953,24.215382206655327
POINT (-6.281793240389488 53.336807957834786),POINT (-6.257715455143207 53.331139486151166),2474.5910000000003,2709.7380000000003,17.812889337656937,8.677850035686104
POINT (-6.24535498485231 53.33737910449943),POINT (-6.274664585146125 53.35892243779623),4099.692,4642.198000000001,20.20781470886859,11.686403725131955
POINT (-6.2351282003159065 53.33348098494778),POINT (-6.291609459909576 53.33560020931028),4339.929,5303.076000000001,32.28315622656438,18.162044066500286
POINT (-6.231367822851653 53.334645491114046),POINT (-6.295063076782636 53.342383033822315),4957.407000000002,6281.370000000002,44.15026300870386,21.07761523361941
POINT (-6.267374114537967 53.34454468024985),POINT (-6.2607878778154 53.333966676637964),1825.701,2024.9330000000007,13.565612808201923,9.838942819342694
POINT (-6.260879362479816 53.34126662023677),POINT (-6.275814084296556 53.34076350845856),1365.901,1365.901,0.0,0.0
POINT (-6.27627274465612 53.34068417137569),POINT (-6.24450823865297 53.33258365190744),2887.6660000000006,3569.6599999999994,50.00866826897772,19.105292941064384
POINT (-6.234804618437215 53.34194487083453),POINT (-6.240770887980746 53.35181695014085),1563.9009999999996,1563.9009999999996,0.0,0.0
POINT (-6.279777621360465 53.348709034837555),POINT (-6.280504260286348 53.357674353195634),1567.5520000000001,1567.5520000000001,0.0,0.0
POINT (-6.2477205493888395 53.35950238570839),POINT (-6.2582957058839375 53.34045231957042),3612.313,4318.0160000000005,30.731046569395126,16.34322336925107
POINT (-6.285993072315524 53.34356209501332),POINT (-6.248514786772883 53.34685436692107),2830.557,3081.3010000000004,37.92501726490848,8.13760161697934
POINT (-6.296780806480526 53.340000852527126),POINT (-6.242191605196006 53.33604683751392),4475.267000000001,5455.800000000001,35.82310768091691,17.972304703251588
POINT (-6.2412198198535735 53.346330627645365),POINT (-6.297104783240327 53.35124563723608),4122.094000000001,4311.919000000001,9.991763307837456,4.402332233049827
POINT (-6.279267466475391 53.352058692412655),POINT (-6.2961629287433 53.34575753798157),2036.0980000000002,2502.6079999999997,13.904545517256217,18.64095375704064
POINT (-6.2482252623085355 53.3532502087444),POINT (-6.2613152965099035 53.34707053665757),1875.1570000000002,2275.605,19.42565307201845,17.59743013396437
POINT (-6.246705409950726 53.33094059906244),POINT (-6.242683392899348 53.33074407123279),531.4719999999999,949.706,4.279723619944221,44.03826026159676
POINT (-6.250884596473216 53.346413257352),POINT (-6.280194233779068 53.34708406509734),2905.0360000000005,2916.1430000000005,3.2861123708010505,0.3808798128212495
POINT (-6.286894037487917 53.3577659591903),POINT (-6.297575268699883 53.34442585638703),2906.696,3229.248,21.128385325891028,9.988455516578476
POINT (-6.272415678058521 53.349496631498766),POINT (-6.249559742909853 53.348462994825994),1964.76,1974.876,5.635826914241301,0.5122346922034592
POINT (-6.2673217147301425 53.33197948027206),POINT (-6.235351927849607 53.342014662056556),2999.058,3044.205,7.3597268324277945,1.483047298063039
POINT (-6.29314755040412 53.34135914592849),POINT (-6.245021784978209 53.336122143683134),4023.3509999999997,5353.978999999999,28.701024884944005,24.853067223461274
POINT (-6.280226900018619 53.34483684733761),POINT (-6.276293085651393 53.35096069043426),1732.2479999999996,1788.1129999999998,14.941199828617721,3.124243266504983
POINT (-6.271884751773639 53.33505097015607),POINT (-6.243233282350672 53.34775896219885),3558.461,4763.113,24.812396207826087,25.29127484483363
POINT (-6.242279179412255 53.34457913890533),POINT (-6.2756383052133184 53.359079729283295),3709.8700000000003,4112.409000000001,19.48045057379047,9.788398965180754
POINT (-6.2812473072588375 53.33655671131458),POINT (-6.266443102568302 53.33647937051763),1580.7900000000002,1710.2480000000003,18.746944162697808,7.5695454694289985
POINT (-6.2858486245049106 53.343768306767444),POINT (-6.280621362577648 53.34812464700633),1505.9589999999998,1505.9589999999998,0.0,0.0
POINT (-6.287783198527396 53.334726900583874),POINT (-6.2906202977018415 53.34100555644515),1847.0600000000004,2139.9540000000006,1.3467415894462837,13.686929719050042
POINT (-6.268370464513695 53.35686465213538),POINT (-6.271781446505643 53.33676909188667),2776.0199999999995,3192.352,24.464222826485052,13.041544290855155
POINT (-6.28155673267795 53.334322911982056),POINT (-6.2320014729376805 53.357159242613584),5398.108000000001,7201.486000000002,30.318312844553034,25.041748328053405
POINT (-6.232625974321104 53.33565435118095),POINT (-6.260890852476055 53.35913575431308),3910.899,4365.509,32.18027984636911,10.413676847304636
POINT (-6.260838873255878 53.34381206589934),POINT (-6.273500551127963 53.35530562668593),2373.1439999999993,2541.176,0.33639279269120587,6.612371594883654
POINT (-6.291590280080612 53.33050818776813),POINT (-6.302581367390954 53.33197060188948),992.3069999999999,1015.7860000000001,22.77573379852283,2.3114120493883705
POINT (-6.235531963381758 53.33648932268932),POINT (-6.273078609087854 53.340676238360565),3264.6740000000004,4001.5629999999996,25.952454210141635,18.415029327290345
POINT (-6.2532184558165635 53.34186641556395),POINT (-6.247138556573109 53.356658597458086),2444.4010000000007,3088.984,28.244285012157835,20.867152435881803
POINT (-6.268564759746415 53.33120155330583),POINT (-6.298600174818715 53.358017382353296),4363.644,4872.516999999999,9.529009810725187,10.443739857654654
POINT (-6.243806516330227 53.34779740809333),POINT (-6.275168529849278 53.33055742852009),3594.8119999999994,4531.178,32.541589195339824,20.664957324563293
POINT (-6.299093425765755 53.344172658626434),POINT (-6.273515745954777 53.332105159874516),3545.815,4673.307999999998,13.344377154446477,24.126229214937226
POINT (-6.232451174700126 53.33541190433618),POINT (-6.244278255953661 53.34393405365965),1638.5710000000001,1737.0390000000002,25.323961447844468,5.668727069455554
POINT (-6.2810957079206196 53.34214094709306),POINT (-6.234226876353355 53.35111864607561),3879.2430000000004,5290.075000000001,30.751575810367143,26.66941394970771
POINT (-6.273196755881634 53.34121637936443),POINT (-6.3086847221460784 53.3352868539541),3147.5170000000007,3541.158,18.760340674162784,11.116165954752631
POINT (-6.266716761477289 53.34017534560925),POINT (-6.291251533058429 53.343757602323905),1983.036,2418.4790000000003,9.506387408852817,18.004828654704056
POINT (-6.238886829821473 53.354644261978834),POINT (-6.257503543898436 53.3501646754701),2509.1679999999997,2599.8999999999996,5.856478937837522,3.4898265317896837
POINT (-6.241032703408491 53.34862265837141),POINT (-6.268735352655086 53.3392688481962),2833.9490000000005,4618.168000000001,28.433223537003762,38.63477898595286
POINT (-6.241048425311252 53.33728719891991),POINT (-6.23585054678661 53.33289108405313),687.3979999999998,1211.534,26.304633663393275,43.26217836230764
POINT (-6.266367951136662 53.356799466719366),POINT (-6.279991449503471 53.3348926692663),3286.4449999999993,3535.507999999999,32.52083497327013,7.044617067759421
POINT (-6.2479394107507895 53.3401654851574),POINT (-6.283812358789636 53.35829131432777),4771.968,5196.426999999998,22.72755851643146,8.16828563164648
POINT (-6.2505996466156 53.33816918771374),POINT (-6.303554909155378 53.344840918681136),4580.659,4851.634000000002,15.917311060304668,5.585231697197317
POINT (-6.256489050500438 53.35792167071028),POINT (-6.260668893273697 53.33020512267001),3996.798999999999,5090.91,34.983766476124124,21.491462233667473
POINT (-6.291368797212338 53.349831524369925),POINT (-6.265342879546125 53.35820105982789),2551.1590000000006,2859.4359999999997,15.801005600852744,10.781042135581952
POINT (-6.2456070970314475 53.335596540437706),POINT (-6.258664982520781 53.33373198691501),1197.722,1241.4340000000002,14.552650429160723,3.5210893208982683
POINT (-6.281006157573211 53.339572659594246),POINT (-6.254866821896254 53.35416185081133),3283.4770000000003,3402.0399999999995,19.95165296079316,3.4850560252083813
POINT (-6.269129511005824 53.33806194806739),POINT (-6.232994070228181 53.356701052940075),4199.111999999999,6377.756000000004,45.90519955404478,34.160039988986775
POINT (-6.287966990314962 53.349132210096684),POINT (-6.24482474990383 53.33810453650035),3538.8910000000005,3922.52,5.972866258174468,9.780166831526657
POINT (-6.302973409444941 53.34168390711168),POINT (-6.259759817246175 53.352622044847365),4393.451000000001,5067.014,31.706504929749403,13.29309530228255
POINT (-6.240482726737719 53.35831165194226),POINT (-6.279710515435609 53.33362569736839),6293.278999999999,7589.029,31.244336233688653,17.073989307459513
POINT (-6.290929678324366 53.347606731732334),POINT (-6.305742749106369 53.346309454244484),1535.766,1583.6290000000001,4.405400689900939,3.022361929467069
POINT (-6.262924849866182 53.344227163345074),POINT (-6.247774746814241 53.35168419384191),2015.2780000000005,2107.433,5.485959945966926,4.372855507150145
POINT (-6.298559741309529 53.3521683080028),POINT (-6.252454086815529 53.35794551732596),4062.8719999999985,5465.107999999999,19.477956449075005,25.65797418825028
POINT (-6.270957901245297 53.349108127653366),POINT (-6.270765265075496 53.3382305482855),1760.274,2041.9200000000003,29.096000802052977,13.793194640338523
POINT (-6.2958318088485985 53.34074138375917),POINT (-6.271418835228723 53.35392665757228),2964.9259999999995,4781.877000000001,3.3827327534679483,37.99660677177605
POINT (-6.291667306879527 53.35439003615719),POINT (-6.2762097812120325 53.33078149152768),3746.7509999999993,4870.023,18.09692883606577,23.0650245388985
POINT (-6.269562288620003 53.34840871360345),POINT (-6.241342196525656 53.352442731780506),2540.9809999999993,2669.0219999999995,5.349062307340554,4.797300284523701
POINT (-6.285228665709682 53.340153495433775),POINT (-6.300410939199311 53.35837173813905),3546.7039999999997,3939.2829999999994,1.4863844334879743,9.965747573860517
POINT (-6.251809715567996 53.34773413296911),POINT (-6.23305434524825 53.33864902336985),2143.4529999999995,2428.826,43.30706938654169,11.74942132536462
POINT (-6.299012358778463 53.34136031251825),POINT (-6.234916133023855 53.35137475169848),4996.352,6752.109,18.683255902012327,26.003090293714163
POINT (-6.304257747111556 53.33325395146932),POINT (-6.295651021064096 53.353735877953426),3444.9989999999993,4217.893999999999,19.598825744705987,18.32419212052271
POINT (-6.23984636412296 53.358015989675636),POINT (-6.249157146626106 53.35730688529798),2022.7319999999995,2035.8119999999994,0.23014702054612246,0.6424954760066219
POINT (-6.3030740660687785 53.33675424434301),POINT (-6.30647351722452 53.338887488312785),855.224,855.224,0.0,0.0
POINT (-6.305748043368018 53.3520977104342),POINT (-6.3012637438889705 53.33761518884419),3080.009000000001,3797.7669999999985,10.207354340436225,18.899474349005555
POINT (-6.28528468583246 53.35631690053399),POINT (-6.2863057759890975 53.33969112095866),2911.001999999999,3890.234,4.07663490237023,25.17154495076648
POINT (-6.2943444598617155 53.34559453583545),POINT (-6.234038167668142 53.353741372131694),5200.985,6515.237000000001,25.393921428226072,20.171975324919124
POINT (-6.274777147219302 53.336934702892826),POINT (-6.233913326409554 53.333072763791236),3561.78,3825.3649999999993,38.86966806972189,6.890453590703088
POINT (-6.251703247470351 53.35482276408195),POINT (-6.250053918121567 53.34808121569471),1285.189,1285.189,0.0,0.0
POINT (-6.2465914739994215 53.345285185269006),POINT (-6.249413322462629 53.34184250531513),536.338,536.338,0.0,0.0
POINT (-6.25361633095364 53.35852617068067),POINT (-6.274852560251863 53.341381902826015),3025.9890000000005,3348.247999999999,19.66383555140936,9.62470521896821
POINT (-6.2807372204410585 53.334045867565756),POINT (-6.2929531288145375 53.35239637812895),3409.467999999998,3705.765999999998,6.533260833944427,7.995593893408271
POINT (-6.2342749746622355 53.33445370763341),POINT (-6.278148683980232 53.347736901046005),4221.250999999999,5287.626999999999,29.910935960593203,20.167383213679777
POINT (-6.253683996434415 53.350865902929485),POINT (-6.2421093721064915 53.34817794774829),1096.7920000000001,1222.0860000000002,11.605486090126474,10.252469957106133
POINT (-6.278867318766265 53.3351249882404),POINT (-6.23583808066811 53.33774846944983),4023.4370000000013,4136.746000000001,40.518499871724664,2.7390852617008563
POINT (-6.270641128879959 53.351296519173324),POINT (-6.245605848177067 53.350564874703245),2606.1609999999996,3624.525,11.643284501636169,28.096481607934848
POINT (-6.244708781520032 53.34284125005176),POINT (-6.277997211797083 53.34831800413595),2779.5690000000004,3141.3390000000004,24.102870101053714,11.516426593882416
POINT (-6.294213694178673 53.3322832981591),POINT (-6.259895721866256 53.351720352473556),4409.454999999999,5235.106999999999,28.779047957611386,15.771444595115254
POINT (-6.248264791230571 53.34501750355231),POINT (-6.253097090251971 53.345824865208506),1053.663,1715.6639999999998,29.429499563885734,38.585702095515195
POINT (-6.295067827724505 53.33137638954232),POINT (-6.273208590246754 53.34124694130734),2168.7259999999997,2893.443000000001,12.5178581435578,25.04687322335367
POINT (-6.278144166245346 53.34038704114964),POINT (-6.236886761269065 53.35716614847203),4239.597000000001,4879.519,24.026044945784296,13.114448370833262
POINT (-6.28664974206849 53.34826867570327),POINT (-6.289482002048816 53.34734059717791),836.169,951.748,13.608393399361733,12.143865813219472
POINT (-6.27973716887572 53.358065196561085),POINT (-6.303295521989261 53.35041469091783),1949.6760000000002,1949.6760000000002,0.0,0.0
POINT (-6.271486827423295 53.33326024768634),POINT (-6.2582001564380905 53.33313783167612),1434.32,2083.895,17.163305965068574,31.17119624549222
POINT (-6.300437336372321 53.348245862811005),POINT (-6.301557100767244 53.336330723728544),2999.6029999999996,3336.9739999999997,18.744997814972354,10.110087762146186
POINT (-6.233299977634624 53.333437714594176),POINT (-6.246158401179903 53.347836581126444),2371.8029999999994,2454.597,22.03309108287971,3.3730180555097546
POINT (-6.294696130334174 53.35230904280295),POINT (-6.273274518746995 53.344149363502716),2267.307,2488.419999999999,1.9682812675820667,8.885678462638921
POINT (-6.292853849009269 53.34201721328127),POINT (-6.294978823041384 53.34823664202208),1864.651,2033.806,6.653108530351833,8.317164960669796
POINT (-6.283661763411334 53.335268296989106),POINT (-6.250776301511339 53.33282450422018),3008.7270000000003,3673.5440000000012,7.54168537760102,18.09742853222939
POINT (-6.243021803061529 53.331909221284796),POINT (-6.3030631649419675 53.342049148863474),5090.052999999999,6184.716999999997,34.95932085714846,17.699500235823216
POINT (-6.2908606836557395 53.346824166010656),POINT (-6.266310769760788 53.33128763782366),3109.9539999999997,3804.857,18.60523521123189,18.2635773170976
POINT (-6.25790798267586 53.3594993989666),POINT (-6.231834776779711 53.33374307289696),3835.205000000001,4247.519,33.75654743611083,9.707172587103186
POINT (-6.288454989640054 53.331864059465765),POINT (-6.280312000855853 53.33117919602126),585.92,585.92,0.0,0.0
POINT (-6.251761593509186 53.34791503483385),POINT (-6.296300336457396 53.35669148160048),3877.139,4149.403999999999,4.256578777355597,6.561544742329226
POINT (-6.283743193589293 53.33561735946722),POINT (-6.258137398024751 53.348199562905855),2869.949,2869.949,0.0,0.0
POINT (-6.280662157456566 53.33840329721463),POINT (-6.261804641831583 53.33673263419622),1748.4500000000003,1841.48,10.50235858241873,5.051914764211381
POINT (-6.287192108070895 53.35754418269455),POINT (-6.274822962480166 53.34770312838155),2274.424,2436.576,4.03872880440291,6.654912467331208
POINT (-6.29451625434767 53.34769313252278),POINT (-6.254448409075334 53.332547646549756),4133.416,5290.783,23.052350537793096,21.875155340901337
POINT (-6.288726641723092 53.35209696144916),POINT (-6.250641047215527 53.35414797217923),3473.068000000001,4104.646,16.840874516444682,15.386905472481637
POINT (-6.256240986386961 53.33405572765583),POINT (-6.284044691389633 53.330590408199676),2087.9060000000004,3375.491,14.730525187954457,38.145117258496605
POINT (-6.242409826864666 53.3502768348822),POINT (-6.235287183384155 53.339865510547),1908.805,2165.458,8.61093179108662,11.852134744705278
POINT (-6.29131159541198 53.33845733073947),POINT (-6.2977395304347015 53.33210918719607),1104.48,1549.7219999999998,20.231949479885703,28.730443266598773
